uri,name,iso_nn6_nc2_1,iso_nn6_nc2_2,se_nn6_nc2_1,se_nn6_nc2_2,km_nn6_nc2,iso_nn9_nc3_1,iso_nn9_nc3_2,iso_nn9_nc3_3,se_nn9_nc3_1,se_nn9_nc3_2,se_nn9_nc3_3,km_nn9_nc3
spotify:artist:0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section,-0.834077594,-3.261251385,-0.011667786,0.000691462,4,-1.806942923,-2.566394601,-2.19362045,-0.011667786,0.000691462,-0.003091039,4
spotify:artist:0YEyuuhfdNXnTJh1uFhl3p,Pat Travers,-0.834991663,-0.727444803,-0.01184499,0.000726457,0,-0.596938925,-0.476925974,-0.254309136,-0.01184499,0.000726457,-0.003703121,0
spotify:artist:0Z4CzYz9ieK8q9XiVMPkW5,The Bar-Kays,1.641163968,0.011861079,0.011507622,-0.005404309,5,-0.929501945,-0.442890059,0.470758502,0.011507622,-0.005404309,-0.014833468,5
spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,9.261157025,2.13410052,0.025774553,-0.024709462,0,-0.26194309,-0.060888219,-0.265363956,0.025774553,-0.024709462,0.037573866,0
spotify:artist:0ZIwOAzDuGPspzK7yiTc4S,Little Feat,-0.346514145,-0.29242572,-0.011843295,0.000726916,0,0.048024846,0.10736656,-0.09472741,-0.011843295,0.000726916,-0.003543668,0
spotify:artist:0ZzYDST6Dib7iYd8hmcLcH,M2M,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:0a63dfrxBQKqh160P8iUNL,Country Joe & The Fish,-0.558914767,-0.771076802,-0.011916017,0.000742401,0,-0.302948178,-0.222915673,-0.225552151,-0.011916017,0.000742401,-0.003655782,0
spotify:artist:0auu2itHTxEdAMRHvx7CyG,Das EFX,-4.087844032,6.378399621,0.02563529,0.086314064,1,6.960473741,1.719930817,-2.100251042,0.02563529,0.086314064,0.008526315,1
spotify:artist:0bByarMN8ryEFQsRo6iCUN,Glenn Medeiros,-1.228097474,-0.440588002,-0.009507204,0.000260137,0,0.277709209,-0.141940486,-1.505962717,-0.009507204,0.000260137,-0.001569904,0
spotify:artist:0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg,-1.594207497,-3.551498372,-0.011602263,0.000682827,4,-2.950124995,-3.291587874,-1.827214211,-0.011602263,0.000682827,-0.002493241,4
spotify:artist:0cQuYRSzlItquYxsQKDvVc,The Guess Who,-0.025219099,-1.379882097,-0.011747581,0.000705539,0,-0.727295821,-0.605232864,0.089079021,-0.011747581,0.000705539,-0.003534927,0
spotify:artist:0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,-0.678739078,-0.323550853,-0.01214067,0.000792342,0,-0.604758487,1.132591203,0.212575914,-0.01214067,0.000792342,-0.004384365,0
spotify:artist:0dYkMe3wK29DulSa0uR8Rq,Rickie Lee Jones,-1.350395238,-1.110937719,-0.013136961,0.001604019,0,-0.494269849,-0.077677899,-0.749756248,-0.013136961,0.001604019,0.053513115,0
spotify:artist:0dgnITyIAN4NrmUVisvxHU,Tesla,-3.16225987,-4.984780161,-0.01211362,0.000786387,3,-5.258749304,11.03395119,1.725102341,-0.01211362,0.000786387,-0.004343095,3
spotify:artist:0djV4iaxhNfYWpH60ia85o,Joan Osborne,-1.384955341,-1.047033648,-0.013090457,0.001590265,0,-0.791165868,-0.32282411,-1.02987882,-0.013090457,0.001590265,0.053123981,0
spotify:artist:0eGh2jSWPBX5GuqIHoZJZG,ICE-T,-3.554201581,5.497107826,0.025461133,0.084321908,1,5.960961978,1.450142024,-1.635548884,0.025461133,0.084321908,0.008250671,1
spotify:artist:0ecbvwhuhiEAWOLHlRXpqD,STEELHEART,-1.33913021,-1.706613016,-0.012138639,0.000791948,7,-1.679387503,3.98919253,0.506324432,-0.012138639,0.000791948,-0.004386883,7
spotify:artist:0f3kLT4wvi2mFHlHJgV8Hl,Kajagoogoo,-1.172876855,-0.736564947,-0.01022631,0.000353751,0,-0.240255302,-0.13843192,-0.820570374,-0.01022631,0.000353751,-0.00317345,0
spotify:artist:0fgtHVpOPfXb07S8Jx443z,Player,-0.947368682,-1.576424079,-0.011599042,0.000680441,4,-1.363184485,-1.301140485,-0.548699201,-0.011599042,0.000680441,-0.002651696,4
spotify:artist:0fyqyjD7pbaVzbu94ylWQR,Poco,1.18368285,-4.188282647,-0.01165649,0.00069063,4,-1.967997122,-2.976009765,-2.687676424,-0.01165649,0.00069063,-0.002891718,4
spotify:artist:0grdhNhiRLFBaFVyybqsj6,Richard Marx,-2.431784568,-2.299995554,-0.01045607,0.000438785,4,-0.905575663,-1.002473962,-2.232644128,-0.01045607,0.000438785,-0.002406411,4
spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,-1.337025393,0.053589441,-0.008991538,0.000133641,8,0.413286873,-0.046159385,-1.448863775,-0.008991538,0.000133641,-0.002345159,8
spotify:artist:0h9smro0z3HqUbD94jotU8,Smokey Robinson,-1.090409534,-0.572203903,0.010683137,-0.005441955,0,-0.2154839,-0.158581059,-0.050310383,0.010683137,-0.005441955,-0.01546867,0
spotify:artist:0hF0PwB04hnXfYMiZWfJzy,Jimmy Ruffin,-0.00918149,0.236766272,0.010829536,-0.005571971,0,0.221578755,0.255560634,0.171025283,0.010829536,-0.005571971,-0.015949539,0
spotify:artist:0iVrCROxeyon7MZUW3MfzT,Montell Jordan,-2.498468361,1.527205317,0.018649211,-0.003989581,2,2.852827835,-1.68601636,7.599328793,0.018649211,-0.003989581,-0.003399935,2
spotify:artist:0kObWap02DEg9EAJ3PBxzf,Starship,-2.060865368,-2.509884913,-0.010735952,0.000491242,4,-1.560088566,-0.697741335,-1.754774744,-0.010735952,0.000491242,-0.002788306,4
spotify:artist:0kuEP1E9k3WBEwMKwEmp9u,Willa Ford,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:0le01dl1WllSHhjEXRl4in,Tamia,0.635798968,-0.271395822,0.019630432,-0.00601317,5,-1.13432172,-1.094296761,1.909269921,0.019630432,-0.00601317,-0.000661149,5
spotify:artist:0mzTssRDPIQVH5wSNzOdFZ,Fefe Dobson,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:0oQLexIBY9SlMhtbSIPFAO,The Alarm,-1.145706383,-1.109416346,-0.010760172,0.000476496,0,-0.098864912,0.093584951,-0.511161765,-0.010760172,0.000476496,-0.00323946,0
spotify:artist:0ow8F3xGkmZWVulTtaiFQo,Book Of Love,-1.233708747,-1.243403304,-0.010629401,0.000446242,0,-0.240312221,-0.0208249,-0.857385298,-0.010629401,0.000446242,-0.003219187,0
spotify:artist:0qAmeOULjwn04k6jMMeDyr,Mary Chapin Carpenter,0.038501006,-1.313455142,-0.01310942,0.001592144,0,-0.313168135,-0.062341908,-0.305500639,-0.01310942,0.001592144,0.052939537,0
spotify:artist:0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,-0.246498556,-2.931182705,-0.011822508,0.000721743,4,-1.754752444,-1.651793965,-0.317573113,-0.011822508,0.000721743,-0.003630995,4
spotify:artist:0reZZVbAPxgX1Rqj6XbWj3,Bob Welch,0.423726032,-1.452841647,-0.011642187,0.000687479,4,-1.220732297,-1.737671658,-1.425790714,-0.011642187,0.000687479,-0.002893446,4
spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,-0.698904823,-0.334888576,-0.011604322,0.000673793,0,-0.266398025,-0.191594179,-0.27092165,-0.011604322,0.000673793,-0.003516024,0
spotify:artist:0s0rOb0gT2S9N0SDcjtPC4,Alison Moyet,-1.077400013,-0.545241152,-0.009878122,0.000292548,0,-0.339923073,-0.361973942,-1.050142215,-0.009878122,0.000292548,-0.002854248,0
spotify:artist:0smy8yDrRoI4CnhpOuthg0,Corey Hart,-2.256994757,-2.953749125,-0.01090676,0.000519766,4,-1.10556311,-0.928404452,-1.772770759,-0.01090676,0.000519766,-0.003075577,4
spotify:artist:0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,-0.588732667,-1.378946248,-0.010577704,0.000434357,0,-0.695786745,-0.058853243,-0.538378239,-0.010577704,0.000434357,-0.003208902,0
spotify:artist:0uMy5ZKVPBHauBYTTfCojq,Melba Moore,1.709618941,0.664414108,0.011826348,-0.005332744,5,-0.463987698,-0.740149765,0.538322559,0.011826348,-0.005332744,-0.014355655,5
spotify:artist:0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas,-0.686698499,-0.307655387,-0.011512132,0.000666039,0,-0.331195762,-0.257106199,0.096704151,-0.011512132,0.000666039,-0.002222267,0
spotify:artist:0un6YenPxWZ2VW4aFGMupM,Floetry,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:0urTpYCsixqZwgNTkPJOJ4,Aaliyah,1.083231916,0.121116521,0.01981281,-0.006438709,5,-0.617786604,-0.532480039,0.611096308,0.01981281,-0.006438709,5.55E-05,5
spotify:artist:0vIMq3W8V63uR4Ymgm2pF1,Vanilla Fudge,-0.428854375,-0.518567532,-0.0119154,0.000742005,0,-0.120694888,-0.043856444,-0.08555596,-0.0119154,0.000742005,-0.003689039,0
spotify:artist:0vn7UBvSQECKJm2817Yf1P,James Taylor,0.238820612,-0.773990059,-0.0116532,0.00069186,0,-0.2368209,0.009115999,0.295200355,-0.0116532,0.00069186,-0.002679167,0
spotify:artist:0wbrRIw2po5DV4LeaHw55S,The Dells,-0.83542075,-0.248429815,0.010787693,-0.005488931,0,-0.202066098,-0.088906329,-0.141722734,0.010787693,-0.005488931,-0.015613123,0
spotify:artist:0yDmbRjVTQsQd3OnMs5s3I,Gregg Allman,-0.619061522,-0.291257433,-0.01175202,0.000707638,0,-0.224109621,-0.21560959,-0.254471964,-0.01175202,0.000707638,-0.003385287,0
spotify:artist:0ym94xKp2PIOJtTZKpxbAa,Samantha Fox,-1.718248817,1.338770739,-0.008329793,5.60E-05,8,1.478100155,0.311926923,-1.581630636,-0.008329793,5.60E-05,-0.00199538,8
spotify:artist:0zi2OowIfzNqUQiuUVyGLs,Main Source,-5.214194706,8.299925507,0.02559565,0.085856549,1,6.979127944,1.726711521,-2.108364362,0.02559565,0.085856549,0.008462686,1
spotify:artist:10Khz9BDdDT2mzm3330Cvu,Onyx,-4.087844032,6.378399621,0.02563529,0.086314064,1,6.960473741,1.719930817,-2.100251042,0.02563529,0.086314064,0.008526315,1
spotify:artist:10n1KB2sjTrGdyuC83y8jW,Jon Secada,-1.313279581,0.047710053,-0.009583405,0.00028134,0,0.37784196,0.088112899,-0.92150328,-0.009583405,0.00028134,-0.001376038,0
spotify:artist:10rzK0sLCXsUlDhl8ed0MV,Blackfoot,-1.027352304,-1.258181623,-0.011823504,0.000722151,0,-1.111081036,-0.912316973,-0.449473151,-0.011823504,0.000722151,-0.00363812,0
spotify:artist:1255GTUKNCLCTvH9ctD4cT,Dru Hill,0.676400343,1.082658694,0.018775469,-0.00425385,2,1.065677824,-2.62309504,7.901567209,0.018775469,-0.00425385,-0.003283482,2
spotify:artist:12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,-0.619061522,-0.291257433,-0.01175202,0.000707638,0,-0.224109621,-0.21560959,-0.254471964,-0.01175202,0.000707638,-0.003385287,0
spotify:artist:135Rv69sEKYSUfBBaI7i3M,Kashif,0.2276792,-0.079182922,0.012130179,-0.005272113,5,-0.041185202,-0.451716303,0.783262947,0.012130179,-0.005272113,-0.013941402,5
spotify:artist:15Dh5PvHQj909E0RgAe0aN,Nivea,1.329742127,0.117267363,0.019693103,-0.006161761,5,-0.535983194,-0.609377386,1.260463423,0.019693103,-0.006161761,-0.000407233,5
spotify:artist:1667U2YoucgG5Pdvm2M59c,Orleans,1.130393364,-2.495792974,-0.01161664,0.000685039,4,-1.797361386,-2.510405131,-2.034764654,-0.01161664,0.000685039,-0.002589629,4
spotify:artist:17Q9sCBpIyS6yM2YyaI6R4,Lords Of The Underground,-4.087844032,6.378399621,0.02563529,0.086314064,1,6.960473741,1.719930817,-2.100251042,0.02563529,0.086314064,0.008526315,1
spotify:artist:17U2ImH5IyYMvjkCfPhMHT,The Communards,-0.763328494,-0.119958593,-0.00970599,0.000234678,0,-0.012195605,0.00939317,-0.500240828,-0.00970599,0.000234678,-0.003133104,0
spotify:artist:17obwOahRWI121iMUZznh2,Savoy Brown,-0.400725691,-0.383103919,-0.011894861,0.000737689,0,0.03672091,0.117558571,-0.157614223,-0.011894861,0.000737689,-0.003652469,0
spotify:artist:187xgSpsFH8mMbAcoCW0zE,Billy Paul,-0.956763837,-0.397990014,0.010812715,-0.005476967,0,-0.380016603,-0.344589023,-0.147991018,0.010812715,-0.005476967,-0.015547158,0
spotify:artist:188VINPQh5dyNfLUkevKqf,Olivia Holt,9.245336015,2.127575201,0.025741513,-0.02460123,0,-0.022875707,0.098600321,-0.094033939,0.025741513,-0.02460123,0.037342575,0
spotify:artist:18YelxQioKKPXK1PE5hh1n,G.Q.,-0.602393532,-0.03205399,0.010660062,-0.005169034,0,-0.11678062,-0.102665834,-0.148730486,0.010660062,-0.005169034,-0.014300217,0
spotify:artist:18jZvCsW1PJ4FDQ5gEXuKp,Debbie Gibson,-3.499576373,1.606804256,-0.008748274,0.000115206,8,1.136458973,-0.230357528,-3.66573384,-0.008748274,0.000115206,-0.001846038,8
spotify:artist:18xgcedCGxFbqLbIQn5R8F,Miami Sound Machine,-2.153912029,1.399714146,-0.00799382,-8.15E-05,8,1.618390332,0.150506157,-2.313401327,-0.00799382,-8.15E-05,-0.002530957,8
spotify:artist:19xz1vcuKNjniGEftTOSSH,The Weather Girls,-1.136207294,-0.740487491,-0.00570112,-0.000771928,0,0.130879487,-0.322103258,-1.548814813,-0.00570112,-0.000771928,-0.004517143,0
spotify:artist:1BhWF9W2PngtPSyobKg0rP,Pia Mia,9.245336015,2.127575201,0.025741513,-0.02460123,0,-0.022875707,0.098600321,-0.094033939,0.025741513,-0.02460123,0.037342575,0
spotify:artist:1BwHztAQKypBuy5WBEdJnG,Jennifer Warnes,-1.090774647,-0.759490575,-0.013121033,0.001590375,0,-0.158517113,0.115571371,-0.353982812,-0.013121033,0.001590375,0.052554949,0
spotify:artist:1CD77o9fbdyQFrHnUPUEsF,Traffic,-0.773154377,-1.127716661,-0.011902215,0.000739738,0,-0.353407529,-0.218001955,-0.432222194,-0.011902215,0.000739738,-0.0036016,0
spotify:artist:1CYsQCypByMVgnv17qsSbQ,"Crosby, Stills, Nash & Young",-0.74438882,-1.522643766,-0.011833565,0.000726614,0,-0.24841863,-0.177884139,-0.487494232,-0.011833565,0.000726614,-0.003320128,0
spotify:artist:1DpIDwg8FGD50N9Tfunfsf,The Manhattans,-1.017624072,-0.513814214,0.010646537,-0.005409451,0,-0.44599016,-0.389696572,-0.290382451,0.010646537,-0.005409451,-0.015348453,0
spotify:artist:1EIgKOrzyOQRB3l43EfymN,Angela Winbush,0.604186298,0.127453022,0.0130185,-0.005108406,5,0.192613621,-0.394067759,1.028683528,0.0130185,-0.005108406,-0.012775496,5
spotify:artist:1EemADz12kjlGwkpY4EINv,The Power Station,-1.193672714,-1.124832167,-0.010735295,0.000479988,0,-0.640732975,-0.526245346,-0.719198951,-0.010735295,0.000479988,-0.003028592,0
spotify:artist:1EgGVV9cmmlLEsFlunjmvv,The Time,1.366149305,0.253951712,0.011560617,-0.005404118,0,-0.54998143,-0.121729043,0.341014034,0.011560617,-0.005404118,-0.014803223,0
spotify:artist:1FX4aA0cUcWndv39j1YoTm,Rick Derringer,-0.834991663,-0.727444803,-0.01184499,0.000726457,0,-0.596938925,-0.476925974,-0.254309136,-0.01184499,0.000726457,-0.003703121,0
spotify:artist:1FwGBBwUviGVIeDIByO7u7,Faster Pussycat,-1.262369451,-1.307573387,-0.01215076,0.000794645,7,-1.365532051,3.513289383,0.451779211,-0.01215076,0.000794645,-0.004406706,7
spotify:artist:1G1mX30GpUJqOr1QU2eBSs,Yazoo,-0.026150211,-1.262045296,-0.01048647,0.000413287,0,-0.278679655,-0.071002291,-0.452402971,-0.01048647,0.000413287,-0.003193623,0
spotify:artist:1Ha0Fz4i0d4gu5fZbhBCtH,Night Ranger,-2.42945912,-3.707263518,-0.01194318,0.000748865,3,-3.677079534,7.956280635,0.979546016,-0.01194318,0.000748865,-0.004083931,3
spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,7.621513164,1.729418047,0.025771604,-0.024699464,0,-0.266229277,-0.067532277,-0.224694338,0.025771604,-0.024699464,0.037552085,0
spotify:artist:1Hu56IprUt6GltqTkpvguI,Somethin' For The People,-0.661826635,0.145141057,0.018873666,-0.004460842,5,0.127882421,-0.208434823,0.941139868,0.018873666,-0.004460842,-0.00296699,5
spotify:artist:1HvcqyRLS9nF8hAbTWOqpr,Dan Hartman,-1.136207294,-0.740487491,-0.00570112,-0.000771928,0,0.130879487,-0.322103258,-1.548814813,-0.00570112,-0.000771928,-0.004517143,0
spotify:artist:1IvJtmPLbzpxDxfrw4rMFa,Samantha Sang,-0.67738254,-0.175745504,-0.011385376,0.000639346,0,-0.152230968,-0.133838015,-0.1427168,-0.011385376,0.000639346,-0.002209354,0
spotify:artist:1JHzh1ETQTMoFb2CgncnTL,April Wine,-1.242040652,-1.604700506,-0.011753905,0.000706726,0,-1.655823449,0.405087743,-0.404251627,-0.011753905,0.000706726,-0.003698887,0
spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,5.440390249,1.211274041,0.025023187,-0.022259393,0,0.012534389,0.12761952,0.249315668,0.025023187,-0.022259393,0.032351767,0
spotify:artist:1KYszkVzlhV3rAqmAcYIgd,Victorious Cast,11.4569174,2.658045707,0.025810541,-0.024827691,0,-0.254772254,-0.063764086,-0.272372031,0.025810541,-0.024827691,0.037826939,0
spotify:artist:1KsASRNugxU85T0u6zSg32,Tori Amos,-0.573094399,-0.076457656,-0.013127182,0.001605689,0,0.006780937,0.191835827,-0.311718726,-0.013127182,0.001605689,0.053855563,0
spotify:artist:1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,-0.934127169,-0.740864405,-0.010840073,0.000499206,0,-0.538218186,-0.424464122,-0.563761709,-0.010840073,0.000499206,-0.003166453,0
spotify:artist:1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,-0.468753958,-0.528467374,-0.011679784,0.00068964,0,-0.544119627,0.076923443,0.027308129,-0.011679784,0.00068964,-0.003691739,0
spotify:artist:1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,0.035122181,-0.349188221,0.019699377,-0.006150222,5,-0.608402279,-0.633329998,0.834645193,0.019699377,-0.006150222,-0.000466514,5
spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,Pure Prairie League,1.210617094,-2.629296947,-0.011657464,0.000691235,4,-1.890014705,-2.673014751,-2.234699917,-0.011657464,0.000691235,-0.002858387,4
spotify:artist:1OV5mEATxtVma7fleFaUyl,Lori McKenna,-1.489741078,-1.274558953,-0.013183533,0.001624838,0,-0.48089738,-0.072155119,-0.716240056,-0.013183533,0.001624838,0.05455175,0
spotify:artist:1OxJzMLmR9l5zPLap9OxuO,Rose Royce,2.341260204,-0.426362769,0.010647163,-0.00514774,5,-2.475256275,-1.404396555,1.145135293,0.010647163,-0.00514774,-0.014217609,5
spotify:artist:1PCZpxHJz7WAMF8EEq8bfc,The Byrds,-0.897911152,-1.00220948,-0.011750495,0.00071043,0,-0.090476336,0.018080504,-0.442853383,-0.011750495,0.00071043,-0.003017731,0
spotify:artist:1Pe5hlKMCTULjosqZ6KanP,Martha Reeves & The Vandellas,-0.00918149,0.236766272,0.010829536,-0.005571971,0,0.221578755,0.255560634,0.171025283,0.010829536,-0.005571971,-0.015949539,0
spotify:artist:1PwB6zyZUEjWGDUjnMeS6M,Gillan,-0.671304215,-1.139693835,-0.011877315,0.000733499,5,-1.272185847,-0.511185811,0.447976295,-0.011877315,0.000733499,-0.003767355,5
spotify:artist:1QtIfAa6y7w2JhxYJhYeUG,Color Me Badd,-1.608088608,2.185932268,0.005081915,-0.000674825,8,2.261826572,0.639868028,-0.584858571,0.005081915,-0.000674825,-0.002804566,8
spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,0.238820612,-0.773990059,-0.0116532,0.00069186,0,-0.2368209,0.009115999,0.295200355,-0.0116532,0.00069186,-0.002679167,0
spotify:artist:1TMMyiSsNzmRiZCAkVLVb2,Lisa Loeb,-0.982513116,-0.72167424,-0.01310044,0.001595413,0,-0.33715262,-0.05984896,-0.311199528,-0.01310044,0.001595413,0.053412829,0
spotify:artist:1TrFdcZHtuaF2r7vgFyfiz,Lucy Kaplansky,-1.489741078,-1.274558953,-0.013183533,0.001624838,0,-0.48089738,-0.072155119,-0.716240056,-0.013183533,0.001624838,0.05455175,0
spotify:artist:1UjTUqWfGkof4L5HO5NmzP,Kenny Lattimore,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:1UkHCANZmdkKyVNvTLMrcJ,Debby Boone,-1.109924423,-1.306598904,-0.011451401,0.000653058,0,-1.219006734,-1.042312778,-0.134398029,-0.011451401,0.000653058,-0.002239248,0
spotify:artist:1VDurPMbOKrNU8mcMP4X1P,Jermaine Jackson,0.167507639,0.102196143,0.013486337,-0.005011831,0,0.157510355,-0.156798484,0.634021214,0.013486337,-0.005011831,-0.01211826,0
spotify:artist:1VaIDrxow5xfLmB9R26JVZ,Danger Danger,-1.361107271,-1.51968813,-0.012143886,0.000793115,7,-1.665805847,3.92605002,0.506820854,-0.012143886,0.000793115,-0.004395628,7
spotify:artist:1W9qOBYRTfP7HcizWN43G1,Slick Rick,-4.655856974,7.352121032,0.02561547,0.086085307,1,8.059701058,2.026242764,-2.614041518,0.02561547,0.086085307,0.0084945,1
spotify:artist:1WRM9i067hd2ujxxi8FI3m,Steppenwolf,-1.02286663,-1.936487453,-0.011900982,0.000738948,4,-1.208857638,-1.074360788,-0.602320946,-0.011900982,0.000738948,-0.003667728,4
spotify:artist:1YwfENKEZrowcmtR1nALZn,The Derek Trucks Band,-0.233539771,-0.070475314,-0.011934571,0.000746194,0,0.205653495,0.269066169,-0.0015479,-0.011934571,0.000746194,-0.00370205,0
spotify:artist:1ZIMtrSe8sINPurERT4tRa,Karla Bonoff,-0.67738254,-0.175745504,-0.011385376,0.000639346,0,-0.152230968,-0.133838015,-0.1427168,-0.011385376,0.000639346,-0.002209354,0
spotify:artist:1aX2dmV8XoHYCOQRxjPESG,The Human League,-1.172876855,-0.736564947,-0.01022631,0.000353751,0,-0.240255302,-0.13843192,-0.820570374,-0.01022631,0.000353751,-0.00317345,0
spotify:artist:1aftUCES5zD5xXI7O9ZF9F,Jann Arden,-1.082178344,-0.856124552,-0.013105588,0.001594153,0,-0.535647098,-0.193991063,-0.522268164,-0.013105588,0.001594153,0.053198359,0
spotify:artist:1b1N51wmSK0ckxFAMPSSHO,The Impressions,-0.083700682,0.114232827,0.010792113,-0.005533471,0,0.11663017,0.157581235,0.113183522,0.010792113,-0.005533471,-0.015803481,0
spotify:artist:1bdAJUX6JPsnYHbTl5jbk6,Joan Armatrading,0.038501006,-1.313455142,-0.01310942,0.001592144,0,-0.313168135,-0.062341908,-0.305500639,-0.01310942,0.001592144,0.052939537,0
spotify:artist:1c70yCa8sRgIiQxl3HOEFo,Cherish,1.576664954,0.586430004,0.019878432,-0.006602075,5,-0.492137083,-0.420442313,0.533971872,0.019878432,-0.006602075,0.000344762,5
spotify:artist:1cjZk1xXn3YCToNg3uJpA7,Mary Wells,-0.00918149,0.236766272,0.010829536,-0.005571971,0,0.221578755,0.255560634,0.171025283,0.010829536,-0.005571971,-0.015949539,0
spotify:artist:1dLWg6m8RRhizsdqJbhyj3,Quiet Riot,-2.853207507,-4.534558922,-0.012106213,0.000784707,3,-4.59676587,9.674955044,1.450380806,-0.012106213,0.000784707,-0.004327685,3
spotify:artist:1eNkUXHPaXyuyC8NAgzykK,Jodeci,-4.256210138,3.834043405,0.018556784,-0.003949936,6,6.485936409,-1.543354105,8.342513743,0.018556784,-0.003949936,-0.003531468,6
spotify:artist:1f2e3RQf7LHOum8NU61q0R,Kem,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:1fBCIkoPOPCDLUxGuWNvyo,Poison,-0.893272538,-0.667889429,-0.012142797,0.00079287,0,-0.736925237,2.122963113,0.2690023,-0.012142797,0.00079287,-0.004393366,0
spotify:artist:1fvz0vd4P0LNMkAysF1ivk,Al B. Sure!,-3.909214416,4.601802705,0.018043804,-0.003708519,6,7.252123025,-0.325557877,4.235542079,0.018043804,-0.003708519,-0.004393341,6
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,Don McLean,0.85108712,-1.499617302,-0.011677806,0.000699225,0,-0.06994945,0.136767377,0.34044257,-0.011677806,0.000699225,-0.002496935,0
spotify:artist:1goOx6gnQdUllLfSMsL4Rt,Marques Houston,1.047161041,0.217631699,0.018861409,-0.004364584,0,-0.149150097,-0.264432527,0.619023323,0.018861409,-0.004364584,-0.003231699,0
spotify:artist:1hXjTjJzZTXDZ75AclOo6N,Sammy Hagar,-2.448562706,-3.704074374,-0.011968343,0.000754175,3,-3.863354723,7.801393503,1.116388823,-0.011968343,0.000754175,-0.00408543,3
spotify:artist:1kM5rgJvkiDMOoKX56H6pX,S Club 7,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:1kcWyDvrlPUbyxkIoM6pAV,Rory Gallagher,-0.233539771,-0.070475314,-0.011934571,0.000746194,0,0.205653495,0.269066169,-0.0015479,-0.011934571,0.000746194,-0.00370205,0
spotify:artist:1kjO72M26jZkv0aaGxJaov,Eric Benét,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,3.168073633,0.657961936,0.023153487,-0.016267906,0,0.227395712,0.27688243,0.309276128,0.023153487,-0.016267906,0.019709206,0
spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,10.64316821,2.368623333,0.025710364,-0.024499889,0,-0.451501221,-0.192053197,0.106120963,0.025710364,-0.024499889,0.037126857,0
spotify:artist:1mFX1QlezK1lNPKQJkhwWb,New Edition,-2.592994977,3.216169252,0.018352629,-0.003516499,6,3.616107775,-0.011412698,2.101121286,0.018352629,-0.003516499,-0.003773653,6
spotify:artist:1mG23iQeR29Ojhq89D5gbh,DJ Jazzy Jeff & The Fresh Prince,-2.993480015,4.543034098,0.025286975,0.082329753,1,5.020525511,1.202349391,-1.201611044,0.025286975,0.082329753,0.007975027,1
spotify:artist:1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood,0.779251633,-2.102318537,-0.010474309,0.000410586,0,-0.131623936,0.047060433,-0.164132671,-0.010474309,0.000410586,-0.003188333,0
spotify:artist:1n0pe6Cx9pCNvXYkX9TTLX,Real Life,-0.026150211,-1.262045296,-0.01048647,0.000413287,0,-0.278679655,-0.071002291,-0.452402971,-0.01048647,0.000413287,-0.003193623,0
