uri,name,iso_nn6_nc2_1,iso_nn6_nc2_2,se_nn6_nc2_1,se_nn6_nc2_2,km_nn6_nc2,iso_nn9_nc3_1,iso_nn9_nc3_2,iso_nn9_nc3_3,se_nn9_nc3_1,se_nn9_nc3_2,se_nn9_nc3_3,km_nn9_nc3
spotify:artist:1nSRa2YjjFWJLHGKM07oGQ,Blaque,1.196906173,0.143437832,0.019666406,-0.006112802,5,-0.612651778,-0.601179712,0.757172034,0.019666406,-0.006112802,-0.000469169,5
spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,8.771818033,2.011723688,0.025756559,-0.024650347,0,-0.14027773,0.020209811,-0.173797092,0.025756559,-0.024650347,0.03744733,0
spotify:artist:1q7m1DacLfRgt38Wdin4yH,Zebra,-0.661743004,-0.211084977,-0.011892107,0.000737127,0,-0.493099426,0.955367664,0.048677134,-0.011892107,0.000737127,-0.003941064,0
spotify:artist:1qn0COtzEiEinZ1xE3yfA0,Urban Mystic,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:1rHh0AI30JhKrbzKIFjFNd,Jr. Walker & The All Stars,-0.00918149,0.236766272,0.010829536,-0.005571971,0,0.221578755,0.255560634,0.171025283,0.010829536,-0.005571971,-0.015949539,0
spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,0.198633357,-0.837024468,-0.011653828,0.000702376,0,-0.273613135,-0.015798424,0.227506432,-0.011653828,0.000702376,-0.001695746,0
spotify:artist:1sldhz8tzC100cRAdfnMht,Lobo,-1.113301716,-1.286372076,-0.011477494,0.000658585,0,-0.835760697,-0.859594238,-0.284370262,-0.011477494,0.000658585,-0.002240216,0
spotify:artist:1tfXh4XxILEuMU2qZupFn8,Firefall,1.32256956,-5.04850427,-0.011612712,0.000682747,4,-3.155483179,-4.519105289,-3.767267355,-0.011612712,0.000682747,-0.002717083,4
spotify:artist:1urjDGTd4iBze91Z1W1gu7,Total,-0.615814193,-0.090084867,0.019269397,-0.005244809,0,-0.250202002,-0.169488695,0.328584131,0.019269397,-0.005244809,-0.001838026,0
spotify:artist:1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,0.759389666,-0.653734131,0.019826461,-0.00649274,5,-1.612532747,-1.665083497,1.974333239,0.019826461,-0.00649274,0.00017979,5
spotify:artist:1vgjN6nIPNKiiQGE9PtzTT,Lisa Lisa & Cult Jam,-1.718248817,1.338770739,-0.008329793,5.60E-05,8,1.478100155,0.311926923,-1.581630636,-0.008329793,5.60E-05,-0.00199538,8
spotify:artist:1vkJFCwstOoJO7yQ4lTtLK,Paris Hilton,3.641670814,0.671059722,0.022827821,-0.01502263,0,0.140948913,0.208532962,0.320416874,0.022827821,-0.01502263,0.016814911,0
spotify:artist:1vnIL4DMlivP55ioM6KitW,Rita Coolidge,-1.952752251,-2.865187018,-0.011393153,0.00064117,4,-1.883995557,-1.926138924,-0.899101747,-0.011393153,0.00064117,-0.002211201,4
spotify:artist:1vxbd35PitY7PGzv7TeUMF,Kool G Rap & DJ Polo,-5.214194706,8.299925507,0.02559565,0.085856549,1,6.979127944,1.726711521,-2.108364362,0.02559565,0.085856549,0.008462686,1
spotify:artist:1x1NsoNPyVy6FlgSLSovSk,Chantal Kreviazuk,-0.729918654,-0.28345074,-0.013097197,0.001595482,0,-0.115983054,0.068413755,-0.094446388,-0.013097197,0.001595482,0.053481717,0
spotify:artist:1x2vfyp8dGA84qgwb3D9QG,Eliza Gilkyson,-1.489741078,-1.274558953,-0.013183533,0.001624838,0,-0.48089738,-0.072155119,-0.716240056,-0.013183533,0.001624838,0.05455175,0
spotify:artist:1yMYjh77WgOVafRkI50mim,Wilson Phillips,-2.898523848,1.629345599,-0.009511083,0.000286553,8,2.024789463,0.133313777,-3.321766799,-0.009511083,0.000286553,0.000148183,8
spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,3.168073633,0.657961936,0.023153487,-0.016267906,0,0.227395712,0.27688243,0.309276128,0.023153487,-0.016267906,0.019709206,0
spotify:artist:1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,6.569332299,1.485554241,0.025397396,-0.023479429,0,-0.134487688,0.036766255,0.098799963,0.025397396,-0.023479429,0.034951926,0
spotify:artist:1zgNpeHQe8GulzfVkYP2VK,The Trammps,-1.136207294,-0.740487491,-0.00570112,-0.000771928,0,0.130879487,-0.322103258,-1.548814813,-0.00570112,-0.000771928,-0.004517143,0
spotify:artist:20kRNjGAzhnBIflemL8JfY,Romeo Void,-1.145706383,-1.109416346,-0.010760172,0.000476496,0,-0.098864912,0.093584951,-0.511161765,-0.010760172,0.000476496,-0.00323946,0
spotify:artist:20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,-1.057767968,-0.565947938,-0.010264417,0.000365704,0,-0.316226223,-0.183633073,-0.848524416,-0.010264417,0.000365704,-0.0031078,0
spotify:artist:20v3nhzoeaO2WvDSCdY0f4,First Choice,1.709618941,0.664414108,0.011826348,-0.005332744,5,-0.463987698,-0.740149765,0.538322559,0.011826348,-0.005332744,-0.014355655,5
spotify:artist:21gGD9dUby5ls0belA1wqZ,H-Town,-3.414480402,2.090117451,0.01859984,-0.004018947,6,4.678296915,-2.764379269,10.89039205,0.01859984,-0.004018947,-0.003480926,6
spotify:artist:21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,-0.645822146,-3.156518785,-0.01186714,0.000731638,4,-2.014859937,-1.624293866,-0.523981648,-0.01186714,0.000731638,-0.003810224,4
spotify:artist:22282KfMxDo2PMjnBc82I4,Biz Markie,-4.629942226,7.283171764,0.025441313,0.084093151,1,5.957750633,1.448884838,-1.633100395,0.025441313,0.084093151,0.008218856,1
spotify:artist:22TEmHXBBLjTec2LOAuMdS,L.A. Guns,-1.435281561,-1.667948663,-0.012147832,0.000793985,7,-1.659612027,4.24019272,0.571014799,-0.012147832,0.000793985,-0.004401278,7
spotify:artist:22vadBKWnw6sLJPML2MdKi,Rossington Collins Band,-0.613152706,-0.336598263,-0.011780677,0.000712963,0,-0.376864962,-0.36202571,-0.221552567,-0.011780677,0.000712963,-0.003552736,0
spotify:artist:23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot,0.426777758,-2.383614646,-0.011663675,0.000696344,4,-1.742713674,-2.094429293,-1.633785482,-0.011663675,0.000696344,-0.002482511,4
spotify:artist:24GaH9tRBgZjlvOhpFuKi2,"Blood, Sweat & Tears",-0.596811445,-0.966431296,-0.011860843,0.000731744,0,-0.397807146,-0.377060993,-0.379143817,-0.011860843,0.000731744,-0.003443098,0
spotify:artist:24Wa5wIZIo1sPkzVGP0B5p,Pete Townshend,-0.62008768,-0.323239069,-0.011736055,0.000703855,0,-0.270083447,-0.195547207,-0.078000992,-0.011736055,0.000703855,-0.00341338,0
spotify:artist:24hJWbo98sH84tb0nkeaqy,Michael McDonald,-0.616268746,-0.407736658,-0.011623969,0.000684414,0,-0.304207851,-0.331626918,-0.268313835,-0.011623969,0.000684414,-0.002777588,0
spotify:artist:266SmBZTt4zRzaKEANWbfQ,Adina Howard,-1.100167662,-0.077015139,0.018855021,-0.004422256,5,0.198745415,-1.020676049,2.958419362,0.018855021,-0.004422256,-0.002980692,5
spotify:artist:26VFTg2z8YR0cCuwLzESi2,Halsey,11.4569174,2.658045707,0.025810541,-0.024827691,0,-0.254772254,-0.063764086,-0.272372031,0.025810541,-0.024827691,0.037826939,0
spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,3.168073633,0.657961936,0.023153487,-0.016267906,0,0.227395712,0.27688243,0.309276128,0.023153487,-0.016267906,0.019709206,0
spotify:artist:27FGXRNruFoOdf1vP8dqcH,Cassie,-0.3427738,0.03679546,0.019893765,-0.006644988,0,-0.237107907,-0.170381986,0.33464805,0.019893765,-0.006644988,0.000427196,0
spotify:artist:27TmRLInIAVyWyU14KlALf,Christopher Williams,-2.703536911,2.994839421,0.01839356,-0.003717865,6,4.361218769,-0.538909495,4.290118184,0.01839356,-0.003717865,-0.003763889,6
spotify:artist:27a0GiCba9K9lnkKidroFU,Canned Heat,-0.491620277,-0.589828188,-0.011922202,0.000743665,0,0.039201244,0.128242923,-0.124510506,-0.011922202,0.000743665,-0.003671205,0
spotify:artist:28821fRwpAWk44HfJ96PGV,Glenn Lewis,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:28pS8WVbFstY0o1SrqCf8I,Firehouse,-2.748458646,-4.543415353,-0.012128587,0.000789725,3,-4.489300404,9.538926679,1.389896844,-0.012128587,0.000789725,-0.004371078,3
spotify:artist:296LotOmbj7eOX7r9l46fK,Soul For Real,-3.989236208,4.156146356,0.018563718,-0.003899433,6,6.435494425,-1.364696953,7.807675,0.018563718,-0.003899433,-0.003462329,6
spotify:artist:29kkCKKGXheHuoO829FxWK,Boston,-0.968750122,-2.514956335,-0.01165421,0.00068477,0,-2.020059526,0.173249066,-1.013660704,-0.01165421,0.00068477,-0.003551646,0
spotify:artist:2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,4.304231941,0.934617989,0.024088337,-0.019263649,0,0.125563369,0.202752231,0.29136389,0.024088337,-0.019263649,0.026030486,0
spotify:artist:2ASrZfFxWDnzsNwUQg3pzl,Dangerous Toys,-0.743628073,-0.482157143,-0.012162915,0.000797361,0,-0.534918992,1.724268546,0.256537229,-0.012162915,0.000797361,-0.004428037,0
spotify:artist:2B4ZTS4hFT3IrUFVPHjEmL,Brooke Hogan,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:2BWfZGPtsjRlRp7JTDqI45,Boy George,-0.763328494,-0.119958593,-0.00970599,0.000234678,0,-0.012195605,0.00939317,-0.500240828,-0.00970599,0.000234678,-0.003133104,0
spotify:artist:2BZDbnjUHnL2XAPgkdqTpb,Jennifer Love Hewitt,4.12665996,0.655836258,0.022502154,-0.013777354,0,0.020282151,0.073967975,0.463990791,0.022502154,-0.013777354,0.013920616,0
spotify:artist:2BnZSEAPhFsB1RIyeEgXmN,FU-Schnickens,-4.655856974,7.352121032,0.02561547,0.086085307,1,8.059701058,2.026242764,-2.614041518,0.02561547,0.086085307,0.0084945,1
spotify:artist:2C8mKwk3z5DtqLcSwUdYJ9,Marc Cohn,0.469569552,-1.49943252,-0.013097808,0.001593913,0,-0.124264367,0.067108997,-0.107967938,-0.013097808,0.001593913,0.053324124,0
spotify:artist:2CLVPk9FcywjClBcTvWPkT,Loverboy,-2.129280497,-3.220295899,-0.011505363,0.00065261,4,-1.988056329,-1.342071911,-1.463980863,-0.011505363,0.00065261,-0.003468143,4
spotify:artist:2CQdVOUWYfEbxhWTgQdUwm,Alana Davis,-0.729918654,-0.28345074,-0.013097197,0.001595482,0,-0.115983054,0.068413755,-0.094446388,-0.013097197,0.001595482,0.053481717,0
spotify:artist:2CxLP749mup3ncPrXgCnvU,Humble Pie,-0.680586403,-1.178992628,-0.011874913,0.000733202,0,-0.388997517,-0.298515145,-0.37568196,-0.011874913,0.000733202,-0.003656238,0
spotify:artist:2D3v3HJ9k3UzehaewnT3QA,New Riders of the Purple Sage,-0.558188695,-0.462688774,-0.011670612,0.000693487,0,-0.3475153,-0.405634156,-0.312520448,-0.011670612,0.000693487,-0.002908519,0
spotify:artist:2DWQX92uew7DlsgN0yD775,Dave Mason,1.401279388,-4.459952868,-0.011657276,0.000690711,4,-2.637070051,-3.729428845,-3.03505107,-0.011657276,0.000690711,-0.002901014,4
spotify:artist:2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,-0.640912469,-0.228664974,0.019052659,-0.004681768,5,-0.542916246,-0.795885292,1.433354041,0.019052659,-0.004681768,-0.002901686,5
spotify:artist:2E6Roj0oQnJIm2BeXwDica,Graham Nash,-0.897911152,-1.00220948,-0.011750495,0.00071043,0,-0.090476336,0.018080504,-0.442853383,-0.011750495,0.00071043,-0.003017731,0
spotify:artist:2EURsXo9qlt1aMWlviGCRi,Ashford & Simpson,1.000384719,0.022346969,0.011812037,-0.005310777,0,-1.020269677,-0.953659242,-0.409137482,0.011812037,-0.005310777,-0.014272726,0
spotify:artist:2IBPIcSkvQZyoaVfoyZKE8,Guy,-2.536218962,3.760718162,0.018301756,-0.003594886,6,4.162851151,-0.227869971,2.915491829,0.018301756,-0.003594886,-0.003891695,6
spotify:artist:2K3xysAFpeFSH3DG0zIErf,Lynch Mob,-1.341358739,-1.705646181,-0.012104859,0.000784473,7,-1.846158297,3.948417954,0.615169862,-0.012104859,0.000784473,-0.004333105,7
spotify:artist:2LkqJ1VL9V9CQU1EZxcGyM,Moxy,-0.671304215,-1.139693835,-0.011877315,0.000733499,5,-1.272185847,-0.511185811,0.447976295,-0.011877315,0.000733499,-0.003767355,5
spotify:artist:2M4KXzgedR4EKG4qgTeDKa,Love Unlimited,1.709618941,0.664414108,0.011826348,-0.005332744,5,-0.463987698,-0.740149765,0.538322559,0.011826348,-0.005332744,-0.014355655,5
spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Next,-1.871844125,0.434024308,0.018726817,-0.004178571,2,1.748702795,-1.936781632,6.734637317,0.018726817,-0.004178571,-0.003348131,2
spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,-0.639698382,-0.237136844,-0.011489748,0.000661452,0,-0.134449467,-0.105839683,-0.136631158,-0.011489748,0.000661452,-0.002213229,0
spotify:artist:2NdeV5rLm47xAvogXrYhJX,Ciara,3.168073633,0.657961936,0.023153487,-0.016267906,0,0.227395712,0.27688243,0.309276128,0.023153487,-0.016267906,0.019709206,0
spotify:artist:2NhdGz9EDv2FeUw6udu2g1,The Wanted,5.440390249,1.211274041,0.025023187,-0.022259393,0,0.012534389,0.12761952,0.249315668,0.025023187,-0.022259393,0.032351767,0
spotify:artist:2NmK5FyrQ18HOPXq1UBzqa,SWV,-0.886083482,-0.51522941,0.019137436,-0.004995221,5,-0.270463971,-0.882316094,1.93889882,0.019137436,-0.004995221,-0.002144835,5
spotify:artist:2O0Hw1WSMbskB5tD9aWah3,The Stylistics,-1.24657607,-0.758126722,0.010679291,-0.005396468,0,-0.197869941,-0.164638902,0.02373536,0.010679291,-0.005396468,-0.015273928,0
spotify:artist:2ODUxmFxJSyvGiimNhMHbO,Johnny Winter,-0.233539771,-0.070475314,-0.011934571,0.000746194,0,0.205653495,0.269066169,-0.0015479,-0.011934571,0.000746194,-0.00370205,0
spotify:artist:2ON3fLFbL1rHfHEjeYNKsO,Amanda Marshall,-0.800114002,-0.485039622,-0.013097502,0.001594697,0,-0.272624276,-0.021779858,-0.246352376,-0.013097502,0.001594697,0.05340292,0
spotify:artist:2Omy3P5hFZym7FKum1JA1s,UFO,-0.409980509,-0.35026543,-0.011939558,0.00074744,5,-1.063002527,-0.348916871,0.450115146,-0.011939558,0.00074744,-0.003941789,5
spotify:artist:2QmLFuIDtNDmmJY3OtvinN,Meredith Brooks,-0.729918654,-0.28345074,-0.013097197,0.001595482,0,-0.115983054,0.068413755,-0.094446388,-0.013097197,0.001595482,0.053481717,0
spotify:artist:2RE8NwNxsOyuNZDD0jRxHP,Kool Moe Dee,-2.993480015,4.543034098,0.025286975,0.082329753,1,5.020525511,1.202349391,-1.201611044,0.025286975,0.082329753,0.007975027,1
spotify:artist:2RpHsROrX075xfIwHn6B2U,Chris de Burgh,-0.745989456,-0.071112218,-0.010468738,0.0004406,0,-0.122069904,-0.133449333,-0.471100579,-0.010468738,0.0004406,-0.002420393,0
spotify:artist:2S8UlyXW4JjjHcbeg8ddIo,702,-1.032667936,-0.004750807,0.01924608,-0.005223204,2,-0.394265983,-1.73312387,4.057645459,0.01924608,-0.005223204,-0.001827408,2
spotify:artist:2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,3.168073633,0.657961936,0.023153487,-0.016267906,0,0.227395712,0.27688243,0.309276128,0.023153487,-0.016267906,0.019709206,0
spotify:artist:2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers,-0.233539771,-0.070475314,-0.011934571,0.000746194,0,0.205653495,0.269066169,-0.0015479,-0.011934571,0.000746194,-0.00370205,0
spotify:artist:2TPyCsRoh2tjeZLTQ2ojlj,John Waite,-1.60196057,-1.601641858,-0.010863658,0.000516667,4,-0.757735811,-0.766088067,-1.399902148,-0.010863658,0.000516667,-0.002884042,4
spotify:artist:2The4Ur661sLPGndcUuuLu,Nu Shooz,-0.882836135,0.574902296,-0.008509753,5.06E-05,0,0.528072603,0.236420385,-0.536323263,-0.008509753,5.06E-05,-0.002045608,0
spotify:artist:2Uuon75BhnuuxdKLYn4wHn,Eddie Kendricks,-1.117010736,-0.56524507,0.01081692,-0.005500718,0,-0.031857989,0.024120263,0.110436737,0.01081692,-0.005500718,-0.015647753,0
spotify:artist:2Uz58cSxlJgefDaSikxYQ7,Thomas Dolby,-0.588732667,-1.378946248,-0.010577704,0.000434357,0,-0.695786745,-0.058853243,-0.538378239,-0.010577704,0.000434357,-0.003208902,0
spotify:artist:2VX0o9LDIVmKIgpnwdJpOJ,Erick Sermon,-4.087844032,6.378399621,0.02563529,0.086314064,1,6.960473741,1.719930817,-2.100251042,0.02563529,0.086314064,0.008526315,1
spotify:artist:2W8UTum7bU7ue6m0r14H97,The Dramatics,-1.073801303,-0.564930236,0.010837661,-0.005397058,0,-0.476290465,-0.42598508,-0.285941047,0.010837661,-0.005397058,-0.015187869,0
spotify:artist:2XKBOnP3qXHP2FpzKplAYh,Michael Johnson,-0.94374242,-0.74317613,-0.011434821,0.000649736,0,-0.706591083,-0.6387926,-0.230266788,-0.011434821,0.000649736,-0.002218556,0
spotify:artist:2XzHxDFTNywDd5ReMhgxkg,The Whispers,2.514651166,0.201170504,0.011588119,-0.005325461,5,-2.360370215,-1.324346879,1.091817097,0.011588119,-0.005325461,-0.014461506,5
spotify:artist:2Y36dqR145FjTKUjibEcjO,Enuff Z'Nuff,-0.980276629,-0.852789908,-0.012152736,0.000795093,0,-0.66944615,2.141273347,0.158756698,-0.012152736,0.000795093,-0.004410875,0
spotify:artist:2YFKPea38AMhGqGSqkFF1Q,Kingdom Come,-0.731196649,-0.592680337,-0.012131836,0.000790423,0,-0.607660288,1.170877875,0.206246015,-0.012131836,0.000790423,-0.004374075,0
spotify:artist:2YT6FujbjJP3ohD51eOZIV,Meli'sa Morgan,1.878816441,0.272202198,0.012664518,-0.005181219,5,-0.130419065,-0.870325117,1.168307183,0.012664518,-0.005181219,-0.013271925,5
spotify:artist:2YdVmtVBpIrv0N6WiBzSqm,Atlantic Starr,1.094177839,-0.299292048,0.012779241,-0.005154002,5,-0.533554079,-1.046890584,1.161503835,0.012779241,-0.005154002,-0.013104911,5
spotify:artist:2ZbWlThDW0qSbI3hinpl0w,MC Lyte,-4.100059929,6.411515791,0.025505972,0.084833455,1,7.007955402,1.737262765,-2.124549606,0.025505972,0.084833455,0.008321342,1
spotify:artist:2aS6jYh7ysTL1ZUsHneNgM,Berlin,-1.145706383,-1.109416346,-0.010760172,0.000476496,0,-0.098864912,0.093584951,-0.511161765,-0.010760172,0.000476496,-0.00323946,0
spotify:artist:2bwR166mSJEJrYJqfyust3,Keith Murray,-4.087844032,6.378399621,0.02563529,0.086314064,1,6.960473741,1.719930817,-2.100251042,0.02563529,0.086314064,0.008526315,1
spotify:artist:2dPJ5zRtJQHk7JsLMy5Dtu,Beth Nielsen Chapman,-1.489741078,-1.274558953,-0.013183533,0.001624838,0,-0.48089738,-0.072155119,-0.716240056,-0.013183533,0.001624838,0.05455175,0
spotify:artist:2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,11.4569174,2.658045707,0.025810541,-0.024827691,0,-0.254772254,-0.063764086,-0.272372031,0.025810541,-0.024827691,0.037826939,0
spotify:artist:2e53aHBQdCMKWqHDuyJsjC,Free,-0.705339737,-1.20859428,-0.011855076,0.00072901,0,-0.428477746,-0.334741117,-0.403134811,-0.011855076,0.00072901,-0.003621544,0
spotify:artist:2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen,-1.418912791,-0.995012057,-0.010567975,0.000468904,0,-0.520739561,-0.710624037,-1.554304045,-0.010567975,0.000468904,-0.002082574,0
spotify:artist:2eogQKWWoohI3BSnoG7E2U,Donna Summer,-1.136207294,-0.740487491,-0.00570112,-0.000771928,0,0.130879487,-0.322103258,-1.548814813,-0.00570112,-0.000771928,-0.004517143,0
spotify:artist:2gsggkzM5R49q6jpPvazou,Jessie J,6.905330156,1.394326338,0.024992908,-0.022167698,0,-0.194777564,-0.034933206,0.196528274,0.024992908,-0.022167698,0.032164879,0
spotify:artist:2hO4YtXUFJiUYS2uYFvHNK,Traveling Wilburys,-0.62008768,-0.323239069,-0.011736055,0.000703855,0,-0.270083447,-0.195547207,-0.078000992,-0.011736055,0.000703855,-0.00341338,0
spotify:artist:2hUkfSXyuDfQbUeNOShRiz,Con Funk Shun,2.740131736,-0.608340668,0.011558452,-0.005381641,5,-2.126348386,-1.382324292,0.758512177,0.011558452,-0.005381641,-0.014710649,5
spotify:artist:2hnzQ6eCFkxUIPsVcsdj8A,The Georgia Satellites,-0.682429465,-0.441640487,-0.011714117,0.000698237,0,-0.429902949,-0.383313633,-0.22655065,-0.011714117,0.000698237,-0.003514751,0
spotify:artist:2iM28IgKg89v1o7BTQAVPo,Bruce Hornsby,-0.80428734,-0.575085616,-0.011346811,0.000621154,0,-0.227776462,-0.194053407,-0.362212251,-0.011346811,0.000621154,-0.00298773,0
spotify:artist:2iclO3rlyF0YVNE46ctYRj,Jungle Brothers,-5.214194706,8.299925507,0.02559565,0.085856549,1,6.979127944,1.726711521,-2.108364362,0.02559565,0.085856549,0.008462686,1
spotify:artist:2jL1PBvL0gBZBPk6B38p3z,Tift Merritt,-1.489741078,-1.274558953,-0.013183533,0.001624838,0,-0.48089738,-0.072155119,-0.716240056,-0.013183533,0.001624838,0.05455175,0
spotify:artist:2kUUaHnVe0rRarZqRZgHEY,Sharon Redd,1.709618941,0.664414108,0.011826348,-0.005332744,5,-0.463987698,-0.740149765,0.538322559,0.011826348,-0.005332744,-0.014355655,5
spotify:artist:2koMWjvRRF0cOpJnjhdKx0,Autograph,-2.012304685,-2.98961631,-0.01209841,0.000783019,3,-3.233566541,6.776919353,1.040051512,-0.01209841,0.000783019,-0.004317706,3
spotify:artist:2kreKea2n96dXjcyAU9j5N,The Pointer Sisters,-2.433677925,1.126737653,-0.005694222,-0.000768748,8,1.617377721,0.197553505,-2.681500595,-0.005694222,-0.000768748,-0.004491049,8
spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,1.021851152,0.436333849,0.019892408,-0.006643314,0,-0.250637872,-0.179722562,0.433412959,0.019892408,-0.006643314,0.000426726,0
spotify:artist:2lxX1ivRYp26soIavdG9bX,The Yardbirds,-0.491620277,-0.589828188,-0.011922202,0.000743665,0,0.039201244,0.128242923,-0.124510506,-0.011922202,0.000743665,-0.003671205,0
spotify:artist:2mDlls63YpRsMjgpyXxyu6,Crosby & Nash,-0.897911152,-1.00220948,-0.011750495,0.00071043,0,-0.090476336,0.018080504,-0.442853383,-0.011750495,0.00071043,-0.003017731,0
spotify:artist:2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's,-0.760255994,-0.418109239,-0.011279437,0.000601097,0,-0.368285629,0.12829276,-0.118335315,-0.011279437,0.000601097,-0.00332593,0
spotify:artist:2mknvtcck8i82nKxDPDibv,MFSB,1.709618941,0.664414108,0.011826348,-0.005332744,5,-0.463987698,-0.740149765,0.538322559,0.011826348,-0.005332744,-0.014355655,5
spotify:artist:2pJn4djuWrNQbNfrxHB13M,Jesse Colin Young,-0.346339564,-0.983486213,-0.011667333,0.00069338,0,-0.436082587,-0.614643933,-0.596302311,-0.011667333,0.00069338,-0.002847672,0
spotify:artist:2pdvghEHZJtgSXZ7cvNLou,"Crosby, Stills & Nash",0.671711574,-2.873835235,-0.011736276,0.000707503,0,-0.982240639,-0.947661844,-0.282891953,-0.011736276,0.000707503,-0.003000298,0
spotify:artist:2qQeKHrQJHLLbvDAOSO874,Winger,-3.237088699,-5.123856947,-0.012121339,0.000788108,3,-5.374474933,11.32448205,1.70728913,-0.012121339,0.000788108,-0.004357557,3
spotify:artist:2r09Inibex3C4ZNTUVSG3m,Keith Sweat,-1.007893521,0.161811939,0.01857979,-0.003939033,5,0.892949579,-0.640818421,2.718070403,0.01857979,-0.003939033,-0.00355261,5
spotify:artist:2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,-0.934709331,-1.345950871,-0.011920129,0.00074312,0,-0.519886139,-0.336461191,-0.517613088,-0.011920129,0.00074312,-0.003680664,0
spotify:artist:2retT7MFwHDVTeGKDdybEx,K. Michelle,-0.492938895,-0.387219309,0.019700204,-0.006148666,5,-0.542803465,-0.588319963,0.85299871,0.019700204,-0.006148666,-0.000475144,5
spotify:artist:2s79xe5F6eUQkjwjww27Fh,ABC,-1.397915502,-1.089548619,-0.010410411,0.000397919,0,-0.550419566,-0.347848528,-1.219096732,-0.010410411,0.000397919,-0.003152355,0
spotify:artist:2tFN9ubMXEhdAQvdQxcsma,Jessica Simpson,-1.043104987,-0.84215805,0.022474925,-0.0137206,0,-0.631149459,-0.432758245,-0.196107446,0.022474925,-0.0137206,0.013840201,0
spotify:artist:2tRsMl4eGxwoNabM08Dm4I,Judas Priest,-0.226931568,0.038130198,-0.012059843,0.000774156,0,-0.447297034,0.066963431,0.49753916,-0.012059843,0.000774156,-0.004225649,0
spotify:artist:2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,-1.172876855,-0.736564947,-0.01022631,0.000353751,0,-0.240255302,-0.13843192,-0.820570374,-0.01022631,0.000353751,-0.00317345,0
spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,13.89828129,3.218185601,0.025740419,-0.024597719,0,-0.519690045,-0.251844394,-0.47743818,0.025740419,-0.024597719,0.037335156,0
spotify:artist:2wh5Qu35PjDbJBqAv65RGa,Klymaxx,1.41635149,0.301366705,0.012794724,-0.005175321,0,-0.204091034,-0.188565669,0.105327841,0.012794724,-0.005175321,-0.013181054,0
spotify:artist:2yTUYhIf8fxptTIy3KLuJD,Mike & The Mechanics,-1.283488467,-0.819663717,-0.010802069,0.000503247,0,-0.580636293,-0.63279226,-1.339804879,-0.010802069,0.000503247,-0.002814315,0
spotify:artist:2yaixhgm3yXxjhJAH8SZy3,Freddie Jackson,1.681909144,0.47873619,0.014122099,-0.004801141,5,0.259558139,-0.877682779,1.707702164,0.014122099,-0.004801141,-0.010958392,5
spotify:artist:2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe,-3.931015313,4.225389404,0.017862942,-0.00134585,6,3.801973616,-0.882024956,4.948055565,0.017862942,-0.00134585,-0.003504998,6
spotify:artist:2zVsfeSyFbCey7rq7PasHp,Cathy Dennis,-2.225978228,1.322619832,-0.008758117,0.000130456,8,1.616441606,0.160512934,-2.425616319,-0.008758117,0.000130456,-0.00159772,8
spotify:artist:30q5mqJmdYPaKabPMytzvv,The Intruders,-0.956763837,-0.397990014,0.010812715,-0.005476967,0,-0.380016603,-0.344589023,-0.147991018,0.010812715,-0.005476967,-0.015547158,0
spotify:artist:319yZVtYM9MBGqmSQnMyY6,Carole King,-0.671605271,-0.183841733,-0.01162985,0.000705527,0,-0.286172073,-0.146104774,0.081193159,-0.01162985,0.000705527,-0.000894556,0
spotify:artist:32lVGr0fSRGT6okLKHiP68,Taylor Dayne,-3.571263241,1.583977989,-0.008499456,5.04E-05,8,1.125885783,-0.27950758,-3.807103956,-0.008499456,5.04E-05,-0.002033791,8
