,uri,iso_nn6_nc2_1,iso_nn6_nc2_2,se_nn6_nc2_1,se_nn6_nc2_2,km_nn6_nc2,iso_nn9_nc3_1,iso_nn9_nc3_2,iso_nn9_nc3_3,se_nn9_nc3_1,se_nn9_nc3_2,se_nn9_nc3_3,km_nn9_nc3,iso_n6_p1,iso_n6_p2
0,spotify:artist:001aJOc7CSQVo3XzoLG4DK,1.9477235808917321,0.38129668067354644,0.01154212848671598,-0.005389387529378937,5,-1.0131311092977549,-0.5210662063067604,0.5320442024985828,0.011542128486715115,-0.00538938752938523,-0.014752097699079859,5,-0.0753607261692433,0.006521821777440045
1,spotify:artist:00tVTdpEhQQw1bqdu8RCx2,-0.37126286393305913,-0.29836182775605063,-0.011970680111297306,0.0007544101807360613,0,-0.9412509804278492,-0.05359565160499391,0.48413435980893865,-0.011970680111296277,0.0007544101807369679,-0.004029006024819662,0,-0.34864600542290664,0.44330489652912525
2,spotify:artist:01Ppu7N8uYJI8SAONo2YZA,-1.574280591590498,-1.2792137574785847,-0.013081958507738982,0.0015873467702359817,0,-0.7498571525496787,-0.25364783553896386,-1.1412066600854396,-0.013081958507741392,0.0015873467702546347,0.05301608452305207,0,-0.04219167158332429,0.05992019206852647
3,spotify:artist:01W8kYNqFHyKicPfR0pLwO,-1.4791150225686158,-2.3819325801220588,-0.01153130816474792,0.000668233764845204,4,-1.8993759597420512,-2.130514059476109,-1.0885705685315967,-0.011531308164746438,0.0006682337648460539,-0.0024286131657505565,4,-0.3990327906302108,-0.9121071881956467
4,spotify:artist:01Wck2m10xhdxUrLaMq60y,1.9868500263866506,0.062321102575663395,0.012193473292256651,-0.0052651334236112814,5,-0.5563722681646586,-0.8607117169565048,0.5065856645734346,0.012193473292255771,-0.005265133423617443,-0.013878743411510415,5,0.0985026238264,0.21456000753973103
5,spotify:artist:02JTFUpX3CgLWXNKEXIvcb,-0.8066692088248308,0.2775228089475465,0.018748020054095826,-0.004248206257677597,5,0.24824530952507678,-0.33454338326968003,1.3933606388391795,0.018748020054094545,-0.00424820625768206,-0.00323407051032433,5,1.5683584823352636,0.2620488041036376
6,spotify:artist:047D9GgqEzyMoULd2oKr7G,1.5317563926878848,0.3888097343325262,0.013140530176573252,-0.0050935759547778865,5,-0.07140966161587091,-0.4563650030410728,0.6857099967940559,0.013140530176572306,-0.005093575954783885,-0.01264965687888815,5,0.04810348524417708,0.0035417882402751797
7,spotify:artist:04LIHk1SobiQwt2tlupoAV,-1.5975419307072525,-1.984952422030531,-0.01147584520148069,0.0006587274986512018,4,-1.4126132051382634,-1.4046304743393052,-0.5243401945498551,-0.01147584520147915,0.0006587274986520881,-0.0022004434454256806,4,-0.48761888196780795,-0.7065490132542886
8,spotify:artist:0543y7yrvny4KymoaneT4W,-0.24445498306502148,-2.9498509584545873,-0.011721854010859666,0.000700955259017439,4,-2.0385664405066435,-2.0519876412507347,-0.8674164396849708,-0.0117218540108584,0.0007009552590181728,-0.0033936615178444037,4,-1.136284571372294,-1.3692366954711945
9,spotify:artist:05RZIdfz59ZW2FvFuwnmNK,0.913101606529322,0.17277520824094508,0.01876387194330259,-0.0041963013685883885,5,-0.04618874936294808,-0.26600694007792175,0.909610444924621,0.018763871943301272,-0.004196301368592909,-0.003349658890041727,5,1.6199451674906344,0.2813338753377311
10,spotify:artist:05oH07COxkXKIMt6mIPRee,2.223231188807101,0.06770852939752796,0.019673063735111854,-0.006129536586939706,5,-0.9033188456491354,-1.6892301174514224,3.089239495879507,0.019673063735110415,-0.006129536586943692,-0.00043808000347428486,5,2.7638932660868427,0.31287987072226975
