,node_artist,edge_artist,followers,genres,popularity,_type,edge_uri
621,spotify:artist:78udmCDNaDu5jqfVnBqwia,Rita Coolidge,197073,adult standards; brill building pop; bubblegum pop; folk rock; mellow gold; native american; singer-songwriter; soft rock,53,artist,spotify:artist:1vnIL4DMlivP55ioM6KitW
622,spotify:artist:78udmCDNaDu5jqfVnBqwia,Helen Reddy,278988,adult standards; brill building pop; bubblegum pop; classic uk pop; folk rock; mellow gold; singer-songwriter; soft rock,50,artist,spotify:artist:0Sq7oGrYEe0BDmb13wgjOO
623,spotify:artist:78udmCDNaDu5jqfVnBqwia,Karen Carpenter,86991,bubblegum pop; soft rock; yacht rock,35,artist,spotify:artist:36RONzYVz7gBzAI1k6kot1
624,spotify:artist:78udmCDNaDu5jqfVnBqwia,Debby Boone,45373,adult standards; bubblegum pop; soft rock,44,artist,spotify:artist:1UkHCANZmdkKyVNvTLMrcJ
625,spotify:artist:78udmCDNaDu5jqfVnBqwia,Nicolette Larson,53074,bubblegum pop; classic uk pop; country rock; mellow gold; soft rock; yacht rock,44,artist,spotify:artist:0NCXrh1XOnHNp4mM0JUFJw
626,spotify:artist:78udmCDNaDu5jqfVnBqwia,Karla Bonoff,30304,mellow gold; singer-songwriter; soft rock,44,artist,spotify:artist:1ZIMtrSe8sINPurERT4tRa
627,spotify:artist:78udmCDNaDu5jqfVnBqwia,Dan Hill,259422,adult standards; mellow gold; soft rock,52,artist,spotify:artist:5rOhfAsK4uxq9OdREiQRKa
628,spotify:artist:78udmCDNaDu5jqfVnBqwia,Bertie Higgins,17388,soft rock,45,artist,spotify:artist:4qzZ6bMrjK27yHGVjs4Pvq
629,spotify:artist:78udmCDNaDu5jqfVnBqwia,Sheena Easton,551408,adult standards; mellow gold; minneapolis sound; new romantic; new wave pop; soft rock,56,artist,spotify:artist:5dcOK4stT4JDkP6Dqhbz5s
630,spotify:artist:78udmCDNaDu5jqfVnBqwia,England Dan & John Ford Coley,219971,adult standards; bubblegum pop; country rock; folk rock; mellow gold; soft rock,57,artist,spotify:artist:01W8kYNqFHyKicPfR0pLwO
631,spotify:artist:78udmCDNaDu5jqfVnBqwia,Andy Gibb,589913,adult standards; brill building pop; bubblegum pop; disco; mellow gold; quiet storm; soft rock,56,artist,spotify:artist:4YPqbAiLzBg5DIfsgQZ8QK
632,spotify:artist:78udmCDNaDu5jqfVnBqwia,Maureen McGovern,48733,bubblegum pop,37,artist,spotify:artist:3bnf5pPVQFWv762IiavilV
633,spotify:artist:78udmCDNaDu5jqfVnBqwia,Paul Davis,115857,album rock; bubblegum pop; country rock; folk rock; mellow gold; soft rock; yacht rock,46,artist,spotify:artist:6EJmqnuK0r6qiAevFFiNNR
634,spotify:artist:78udmCDNaDu5jqfVnBqwia,Mary MacGregor,46982,adult standards; bubblegum pop; soft rock,45,artist,spotify:artist:6GlDsAkQHOmNgtUZdJ4Amq
635,spotify:artist:78udmCDNaDu5jqfVnBqwia,Stephen Bishop,210590,adult standards; country rock; folk rock; mellow gold; singer-songwriter; soft rock; yacht rock,52,artist,spotify:artist:3JhRHqCi8HEzkJVWt19LtN
636,spotify:artist:78udmCDNaDu5jqfVnBqwia,Samantha Sang,22699,,42,artist,spotify:artist:1IvJtmPLbzpxDxfrw4rMFa
637,spotify:artist:78udmCDNaDu5jqfVnBqwia,Morris Albert,18336,adult standards; soft rock,45,artist,spotify:artist:4sFsq7NFJ0zz0uN3Zb6QJ9
638,spotify:artist:78udmCDNaDu5jqfVnBqwia,Michael Johnson,83611,adult standards; mellow gold; soft rock,51,artist,spotify:artist:2XKBOnP3qXHP2FpzKplAYh
639,spotify:artist:78udmCDNaDu5jqfVnBqwia,David Gates,157656,adult standards; classic uk pop; folk rock; mellow gold; singer-songwriter; soft rock,47,artist,spotify:artist:5BmXbfqAgfkuTkPlVQDKOW
640,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
641,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
642,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Tyrese,2151820,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,57,artist,spotify:artist:08p7B5OtcUuVblvkQIlBhJ
643,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Shai,684256,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,49,artist,spotify:artist:72y3ZI95ctkQC2O4mjBaU3
644,spotify:artist:1255GTUKNCLCTvH9ctD4cT,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
645,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Next,1035321,boy band; contemporary r&b; hip hop; hip pop; minneapolis sound; neo soul; new jack swing; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:2MGT7CYlixSPxAnnkhLpaA
646,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Jagged Edge,1861600,atl hip hop; contemporary r&b; dance pop; hip hop; hip pop; neo soul; pop rap; r&b; southern hip hop; urban contemporary,63,artist,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp
647,spotify:artist:1255GTUKNCLCTvH9ctD4cT,K-Ci & JoJo,1415293,contemporary r&b; dance pop; hip pop; quiet storm; r&b; urban contemporary,61,artist,spotify:artist:05RZIdfz59ZW2FvFuwnmNK
648,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Donell Jones,1054682,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5KNqYrivNgVCHBssEUSu5B
649,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Sisqo,814512,contemporary r&b; hip hop; hip pop; r&b; urban contemporary,58,artist,spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg
650,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Soul For Real,568912,boy band; contemporary r&b; hip pop; new jack swing; quiet storm; r&b; urban contemporary,53,artist,spotify:artist:296LotOmbj7eOX7r9l46fK
651,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Jon B.,1088580,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,52,artist,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX
652,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Ginuwine,2281317,contemporary r&b; dance pop; gangster rap; hip hop; hip pop; neo soul; r&b; urban contemporary,66,artist,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
653,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Xscape,1366313,atl hip hop; contemporary r&b; girl group; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0
654,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Montell Jordan,751466,contemporary r&b; dance pop; hip hop; hip pop; new jack swing; pop rap; r&b; urban contemporary,59,artist,spotify:artist:0iVrCROxeyon7MZUW3MfzT
655,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Aaron Hall,458854,contemporary r&b; neo soul; new jack swing; quiet storm; r&b; urban contemporary,48,artist,spotify:artist:772SIFJQiXTCfxncTK1UMn
656,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Jesse Powell,212570,contemporary r&b; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:4ryyCNxkhfBSXHx4k2lo3T
657,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Lyfe Jennings,1055056,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,47,artist,spotify:artist:33C3ByGk9NCrjTIXr6npqf
658,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Carl Thomas,590883,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:6I6t21SFbxZ7RbQgD5dN7U
659,spotify:artist:1255GTUKNCLCTvH9ctD4cT,Changing Faces,499393,contemporary r&b; girl group; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,41,artist,spotify:artist:3lJ6jvOiNY46L2juqXufpf
660,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
661,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Jagged Edge,1861600,atl hip hop; contemporary r&b; dance pop; hip hop; hip pop; neo soul; pop rap; r&b; southern hip hop; urban contemporary,63,artist,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp
662,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Dru Hill,1303211,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1255GTUKNCLCTvH9ctD4cT
663,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Donell Jones,1054682,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5KNqYrivNgVCHBssEUSu5B
664,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Lyfe Jennings,1055056,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,47,artist,spotify:artist:33C3ByGk9NCrjTIXr6npqf
665,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Ginuwine,2281317,contemporary r&b; dance pop; gangster rap; hip hop; hip pop; neo soul; r&b; urban contemporary,66,artist,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
666,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Next,1035321,boy band; contemporary r&b; hip hop; hip pop; minneapolis sound; neo soul; new jack swing; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:2MGT7CYlixSPxAnnkhLpaA
667,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
668,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Jon B.,1088580,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,52,artist,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX
669,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
670,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,J. Holiday,1438874,bassline; contemporary r&b; hip pop; neo soul; pop rap; r&b; urban contemporary,53,artist,spotify:artist:7G6hXrjGpi6I7waNl4wxAk
671,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Jaheim,1260802,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:4sbB4Yy6Qig51pKCIKSLw3
672,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Joe,1584067,contemporary r&b; dance pop; hip pop; neo soul; r&b; urban contemporary,65,artist,spotify:artist:3zTOe1BtyTkwNvYZOxXktX
673,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Marques Houston,768674,contemporary r&b; hip pop; pop r&b; pop rap; r&b; urban contemporary,49,artist,spotify:artist:1goOx6gnQdUllLfSMsL4Rt
674,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Avant,1274907,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,56,artist,spotify:artist:0AunegKKH2ys98aLxq8G1A
675,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Sisqo,814512,contemporary r&b; hip hop; hip pop; r&b; urban contemporary,58,artist,spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg
676,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Carl Thomas,590883,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:6I6t21SFbxZ7RbQgD5dN7U
677,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Shai,684256,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,49,artist,spotify:artist:72y3ZI95ctkQC2O4mjBaU3
678,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Ruff Endz,279070,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,45,artist,spotify:artist:7liFhc0PDIx8etigqd2WhW
679,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,Xscape,1366313,atl hip hop; contemporary r&b; girl group; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0
680,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
681,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Tyrese,2151820,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,57,artist,spotify:artist:08p7B5OtcUuVblvkQIlBhJ
682,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Dru Hill,1303211,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1255GTUKNCLCTvH9ctD4cT
683,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Next,1035321,boy band; contemporary r&b; hip hop; hip pop; minneapolis sound; neo soul; new jack swing; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:2MGT7CYlixSPxAnnkhLpaA
684,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Ginuwine,2281317,contemporary r&b; dance pop; gangster rap; hip hop; hip pop; neo soul; r&b; urban contemporary,66,artist,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
685,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Donell Jones,1054682,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5KNqYrivNgVCHBssEUSu5B
686,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Lyfe Jennings,1055056,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,47,artist,spotify:artist:33C3ByGk9NCrjTIXr6npqf
687,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Marques Houston,768674,contemporary r&b; hip pop; pop r&b; pop rap; r&b; urban contemporary,49,artist,spotify:artist:1goOx6gnQdUllLfSMsL4Rt
688,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,J. Holiday,1438874,bassline; contemporary r&b; hip pop; neo soul; pop rap; r&b; urban contemporary,53,artist,spotify:artist:7G6hXrjGpi6I7waNl4wxAk
689,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
690,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
691,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Joe,1584067,contemporary r&b; dance pop; hip pop; neo soul; r&b; urban contemporary,65,artist,spotify:artist:3zTOe1BtyTkwNvYZOxXktX
692,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Jon B.,1088580,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,52,artist,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX
693,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Avant,1274907,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,56,artist,spotify:artist:0AunegKKH2ys98aLxq8G1A
694,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Shai,684256,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,49,artist,spotify:artist:72y3ZI95ctkQC2O4mjBaU3
695,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Sisqo,814512,contemporary r&b; hip hop; hip pop; r&b; urban contemporary,58,artist,spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg
696,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Bobby V.,843029,contemporary r&b; hip pop; pop rap; r&b; urban contemporary,59,artist,spotify:artist:4HgF4KnohByNElYid7iCNb
697,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Ruff Endz,279070,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,45,artist,spotify:artist:7liFhc0PDIx8etigqd2WhW
698,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,Jaheim,1260802,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:4sbB4Yy6Qig51pKCIKSLw3
699,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp,K-Ci & JoJo,1415293,contemporary r&b; dance pop; hip pop; quiet storm; r&b; urban contemporary,61,artist,spotify:artist:05RZIdfz59ZW2FvFuwnmNK
700,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
701,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Shai,684256,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,49,artist,spotify:artist:72y3ZI95ctkQC2O4mjBaU3
702,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
703,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Montell Jordan,751466,contemporary r&b; dance pop; hip hop; hip pop; new jack swing; pop rap; r&b; urban contemporary,59,artist,spotify:artist:0iVrCROxeyon7MZUW3MfzT
704,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
705,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Soul For Real,568912,boy band; contemporary r&b; hip pop; new jack swing; quiet storm; r&b; urban contemporary,53,artist,spotify:artist:296LotOmbj7eOX7r9l46fK
706,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Ruff Endz,279070,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,45,artist,spotify:artist:7liFhc0PDIx8etigqd2WhW
707,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Jon B.,1088580,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,52,artist,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX
708,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Aaron Hall,458854,contemporary r&b; neo soul; new jack swing; quiet storm; r&b; urban contemporary,48,artist,spotify:artist:772SIFJQiXTCfxncTK1UMn
709,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Dru Hill,1303211,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1255GTUKNCLCTvH9ctD4cT
710,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Hi-Five,494286,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,45,artist,spotify:artist:0EVUivUkugMtNF09L4QBMH
711,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Changing Faces,499393,contemporary r&b; girl group; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,41,artist,spotify:artist:3lJ6jvOiNY46L2juqXufpf
712,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Donell Jones,1054682,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5KNqYrivNgVCHBssEUSu5B
713,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,K-Ci & JoJo,1415293,contemporary r&b; dance pop; hip pop; quiet storm; r&b; urban contemporary,61,artist,spotify:artist:05RZIdfz59ZW2FvFuwnmNK
714,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Jagged Edge,1861600,atl hip hop; contemporary r&b; dance pop; hip hop; hip pop; neo soul; pop rap; r&b; southern hip hop; urban contemporary,63,artist,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp
715,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Tyrese,2151820,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,57,artist,spotify:artist:08p7B5OtcUuVblvkQIlBhJ
716,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Xscape,1366313,atl hip hop; contemporary r&b; girl group; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0
717,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Adina Howard,359005,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,47,artist,spotify:artist:266SmBZTt4zRzaKEANWbfQ
718,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Tevin Campbell,879079,contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,57,artist,spotify:artist:5VfqJBmXcf6ZqXoGij5qTE
719,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Sisqo,814512,contemporary r&b; hip hop; hip pop; r&b; urban contemporary,58,artist,spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg
720,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
721,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Jon B.,1088580,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,52,artist,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX
722,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Tyrese,2151820,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,57,artist,spotify:artist:08p7B5OtcUuVblvkQIlBhJ
723,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Jaheim,1260802,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:4sbB4Yy6Qig51pKCIKSLw3
724,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Carl Thomas,590883,contemporary r&b; hip pop; neo soul; quiet storm; r&b; urban contemporary,51,artist,spotify:artist:6I6t21SFbxZ7RbQgD5dN7U
725,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Dru Hill,1303211,contemporary r&b; hip hop; hip pop; neo soul; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1255GTUKNCLCTvH9ctD4cT
726,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
727,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Joe,1584067,contemporary r&b; dance pop; hip pop; neo soul; r&b; urban contemporary,65,artist,spotify:artist:3zTOe1BtyTkwNvYZOxXktX
728,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Jagged Edge,1861600,atl hip hop; contemporary r&b; dance pop; hip hop; hip pop; neo soul; pop rap; r&b; southern hip hop; urban contemporary,63,artist,spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp
729,spotify:artist:5KNqYrivNgVCHBssEUSu5B,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
730,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Next,1035321,boy band; contemporary r&b; hip hop; hip pop; minneapolis sound; neo soul; new jack swing; quiet storm; r&b; urban contemporary,55,artist,spotify:artist:2MGT7CYlixSPxAnnkhLpaA
731,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Dave Hollister,411262,contemporary r&b; neo soul; new jack swing; quiet storm; r&b; urban contemporary,42,artist,spotify:artist:5Z1reBuaReg2pg72I2mnMm
732,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Ruff Endz,279070,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,45,artist,spotify:artist:7liFhc0PDIx8etigqd2WhW
733,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Mint Condition,661953,contemporary r&b; funk; hip pop; minneapolis sound; neo soul; new jack swing; quiet storm; r&b; soul; urban contemporary,51,artist,spotify:artist:4MT97VeycuegSicrrphisJ
734,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Shai,684256,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,49,artist,spotify:artist:72y3ZI95ctkQC2O4mjBaU3
735,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Charlie Wilson,972610,contemporary r&b; neo soul; quiet storm; r&b; urban contemporary,59,artist,spotify:artist:6CxZzQFUTM6AzgluGwtq5w
736,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Lyfe Jennings,1055056,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,47,artist,spotify:artist:33C3ByGk9NCrjTIXr6npqf
737,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Avant,1274907,contemporary r&b; hip pop; neo soul; r&b; urban contemporary,56,artist,spotify:artist:0AunegKKH2ys98aLxq8G1A
738,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Ginuwine,2281317,contemporary r&b; dance pop; gangster rap; hip hop; hip pop; neo soul; r&b; urban contemporary,66,artist,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
739,spotify:artist:5KNqYrivNgVCHBssEUSu5B,Aaron Hall,458854,contemporary r&b; neo soul; new jack swing; quiet storm; r&b; urban contemporary,48,artist,spotify:artist:772SIFJQiXTCfxncTK1UMn
740,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0,Changing Faces,499393,contemporary r&b; girl group; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,41,artist,spotify:artist:3lJ6jvOiNY46L2juqXufpf
741,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0,H-Town,765551,boy band; contemporary r&b; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,46,artist,spotify:artist:21gGD9dUby5ls0belA1wqZ
742,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0,Case,779415,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:5aEWnrN8h3MhuFUPRfaVuy
743,spotify:artist:5z2cHsOmmmWcAPNG1oEhw0,Jodeci,1725380,contemporary r&b; hip hop; hip pop; neo soul; new jack swing; quiet storm; r&b; urban contemporary,56,artist,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
