Corinne Bailey Rae,62,702064,spotify:artist:29WzbAQtDnBJF09es0uddn
Counting Crows,68,1546337,spotify:artist:0vEsuISMWAKNctLlUAhSZC
Cowboy Junkies,48,157502,spotify:artist:3CYSRCHfilgR8DSbkCMp5j
Craig David,66,805755,spotify:artist:2JyWXPbkqI5ZJa3gwqVa0c
Craig Morgan,57,932055,spotify:artist:6ktyNEnEukKzskQEiXgCFD
Crash Test Dummies,53,252000,spotify:artist:1YEGETLT2p8k97LIo3deHL
Crazy Town,59,436432,spotify:artist:4iSKnRZAxkmqNok6tv10Se
Cream,62,2012316,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw
Creedence Clearwater Revisited,11,5307,spotify:artist:5nqr3PugZYyBcQrnKtFkAu
Creedence Clearwater Revival,77,5315853,spotify:artist:3IYUhFvPQItj6xySrBmZkd
Crosby & Nash,35,195794,spotify:artist:2mDlls63YpRsMjgpyXxyu6
"Crosby, Stills & Nash",60,1611614,spotify:artist:2pdvghEHZJtgSXZ7cvNLou
"Crosby, Stills, Nash & Young",58,1416241,spotify:artist:1CYsQCypByMVgnv17qsSbQ
Crossfade,57,777179,spotify:artist:4IR8ZkpbyyKrqsIzchF3NB
Crowded House,65,692017,spotify:artist:7ohlPA8dRBtCf92zaZCaaB
Crystal Gayle,53,294449,spotify:artist:6OheJTrDFGiyZ67F1BBLhc
Culture Club,63,1312287,spotify:artist:6kz53iCdBSqhQCZ21CoLcc
Curtis Mayfield,59,965779,spotify:artist:2AV6XDIs32ofIJhkkDevjm
Cyndi Lauper,70,2108237,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY
Cypress Hill,68,1674177,spotify:artist:4P0dddbxPil35MNN9G2MEX
D12,65,2507661,spotify:artist:5Qi4Bb7a8C0a00NZcA77L0
Da Brat,52,466347,spotify:artist:2I1bnmb9VQEQGKHxvr0gSf
DaBaby,83,10132149,spotify:artist:4r63FhuTkUYltbVAg5TQnk
Daddy Yankee,88,29725329,spotify:artist:4VMYDCV2IEDYJArk749S6m
Daft Punk,80,8926521,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi
Damn Yankees,47,443218,spotify:artist:7ihLzUpuNecU5VBkvOUDNq
Dan + Shay,72,2756859,spotify:artist:7z5WFjZAIYejWy0NI5lv4T
Dan Fogelberg,54,638988,spotify:artist:0cA5Tg15TwARIRZeiNT1RO
Dan Seals,50,163059,spotify:artist:55yEsJBqyn27JPsw5hHzqi
Dane Cook,23,111357,spotify:artist:6RAiPa076RxBeTBxWO8Xfh
D'Angelo,60,1132576,spotify:artist:336vr2M3Va0FjyvB55lJEd
Daniel Caesar,77,3501604,spotify:artist:20wkVLutqVOYrc0kxFs7rA
Danity Kane,47,579725,spotify:artist:3FD9VAd0ppjmKbfxF4LzUh
Darius Rucker,67,2301796,spotify:artist:7FY5V3XMwlNBPitEjXowHQ
Darlene Zschech,50,286624,spotify:artist:6ZLy8YFk7VbamsI5qbYXtw
Daryl Hall & John Oates,71,1915442,spotify:artist:77tT1kLj6mCWtFNqiOmP9H
Das EFX,56,328413,spotify:artist:0auu2itHTxEdAMRHvx7CyG
Dashboard Confessional,57,552270,spotify:artist:4ERtgeBbWRkFzIz6LaFCeY
Daughtry,64,1891857,spotify:artist:5P5FTygHyx2G57oszR3Wot
Dave Brubeck,52,350927,spotify:artist:3kUKwTJdH8FuWzF8p6Dg9E
Dave Hollister,42,410324,spotify:artist:5Z1reBuaReg2pg72I2mnMm
Dave Koz,51,90132,spotify:artist:0ZcJXldoq09BRIMl0Qh1Vm
Dave Mason,45,152605,spotify:artist:2DWQX92uew7DlsgN0yD775
Dave Matthews Band,64,1768345,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L
David Allan Coe,57,762485,spotify:artist:6nwh8AhPpbwOUnHZJWrHT6
David Ball,45,94491,spotify:artist:7y9COUDxusQXRjW95vOubE
David Bowie,78,8561525,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy
David Cook,45,290556,spotify:artist:4SQxI8xg6LcSWL3KuGVHLa
David Gilmour,54,1629733,spotify:artist:2FcC4sDMXme2ziI7tGKMK8
David Gray,61,558185,spotify:artist:7J2lZBANizgPNfUzux31PV
David Guetta,89,24807276,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
David Lee Murphy,58,284462,spotify:artist:78OAtwN3XpjMcjibnF2Kw5
David Lee Roth,51,562700,spotify:artist:0KyCXNSa7ZMb5LydfKbLG3
David Sanborn,43,137263,spotify:artist:7vNcTk9TgKF0qDsS87nWGE
Days Of The New,53,339560,spotify:artist:07jc1IMGtecDZzOL9cP50t
DC Talk,48,235460,spotify:artist:1zK4ACgLi1lVPpfmmcwOTh
De La Soul,58,784019,spotify:artist:1Z8ODXyhEBi3WynYw0Rya6
Dean Martin,67,1369982,spotify:artist:49e4v89VmlDcFCMyDv9wQ9
Deana Carter,55,448667,spotify:artist:0aqrM7Fo3Ml66Kc5JAzmjt
Death Cab for Cutie,66,1404065,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx
Debbie Gibson,53,466871,spotify:artist:18jZvCsW1PJ4FDQ5gEXuKp
Debby Boone,44,45107,spotify:artist:1UkHCANZmdkKyVNvTLMrcJ
Deborah Cox,49,702397,spotify:artist:601893mmW5hl1FBOykWZHG
Deep Purple,67,4687177,spotify:artist:568ZhdwyaiCyOGJRtNYhWf
Def Leppard,69,4009615,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ
Default,49,227524,spotify:artist:4nCzT3o7lMgCWBcmdwCMsT
Demi Lovato,81,23336992,spotify:artist:6S2OmqARrzebs0tKUEyXyp
Deniece Williams,53,396609,spotify:artist:5jNGQ7VOU87x5402JjhTtd
Depeche Mode,73,4763875,spotify:artist:762310PdDnwsDxAQxzQkfX
Derek & The Dominos,59,593368,spotify:artist:2rc78XDH9zuJP6bm78lU8Z
Des'ree,56,219511,spotify:artist:73ZPfpfg1LBVvDEArK4l5B
Destiny's Child,71,5822602,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i
DEVO,55,465841,spotify:artist:0UKfenbZb15sqhfPC6zbt3
Diamond Rio,56,823449,spotify:artist:0svyIX7Xu3DVMkrOtB88i6
Diana Krall,63,988423,spotify:artist:5z1VAFwT35EVvCp1XlZZuL
Diana Ross,66,1507552,spotify:artist:3MdG05syQeRYPPcClLaUGl
Diana Ross & The Supremes,48,73259,spotify:artist:0rXI0q8Cahq6numvPlloaq
Diddy,72,1365383,spotify:artist:59wfkuBoNyhDMQGCljbUbA
Dido,71,1444457,spotify:artist:2mpeljBig2IXLXRAFO9AAs
Dierks Bentley,70,2902891,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS
Digital Underground,55,454023,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Dio,63,2129835,spotify:artist:4CYeVo5iZbtYGBN4Isc3n6
Dionne Warwick,61,750627,spotify:artist:2JSjCHK79gdaiPWdKiNUNp
Dire Straits,75,6077524,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T
Disturbed,73,5565855,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa
DJ Clue,46,227251,spotify:artist:1g8uGVofjr2ApBrI8OZhJf
DJ E-Z Rock,8,790,spotify:artist:6iyGhG9V0QqRfHH25jPdZv
DJ Jazzy Jeff & The Fresh Prince,54,335995,spotify:artist:1mG23iQeR29Ojhq89D5gbh
DJ JERRY CO,2,140,spotify:artist:0gpC3GzngQEVVgcdXheBCI
DJ Khaled,81,8452173,spotify:artist:0QHgL1lAIqAw0HtD7YldmP
DJ Magic Mike,32,45455,spotify:artist:6hxlIANxRjG8mQTcR8evvP
DJ Magic Mike and DJ Magic Mike and the Royal Possethe Royal Posse,0,38,spotify:artist:0wFCfi4dqZB5DO7sAQpQUZ
DJ Quik,54,762497,spotify:artist:0b2XeWDPeBiLeskT6RFqMb
DJ Snake,78,8112331,spotify:artist:540vIaP2JwjQb9dm3aArA4
DMX,70,3737803,spotify:artist:1HwM5zlC5qNWhJtM00yXzG
Do Or Die,48,355306,spotify:artist:0u6b6Qa5VJEvr3SgzzeVOB
Doja Cat,88,22255888,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
Dokken,52,577698,spotify:artist:09hNSPPOxDop4FRdr6UEnq
Dolly Parton,71,1911768,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU
Don Henley,64,1322620,spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2
DON MCCONNELL,18,99,spotify:artist:2Qten0T9OLeo8M9t3cJf8W
Don Omar,80,8024836,spotify:artist:33ScadVnbm2X8kkUqOkC6Z
Don Williams,59,586240,spotify:artist:4Ti0EKl2PVEms2NRMVGqNe
Donald Fagen,46,197770,spotify:artist:0S1SjYebdSaiMpI8xSW2Wb
Donell Jones,56,1052158,spotify:artist:5KNqYrivNgVCHBssEUSu5B
Donna Lewis,53,63527,spotify:artist:2EfG2EoT8GFJrMiilbTVl2
Donna Summer,64,1601258,spotify:artist:2eogQKWWoohI3BSnoG7E2U
Donnie McClurkin,46,481057,spotify:artist:74IEeKcuS34kF2TjOigXra
Donny & Marie Osmond,33,51717,spotify:artist:7d8R11w4QG2ihJeTaZq37F
Donny Osmond,56,89362,spotify:artist:5ZEAzHE2TzAwUcOj6jMIgf
Donovan,58,615089,spotify:artist:6vLlQYujOujIrm7zAKzEdG
Doug Stone,45,175932,spotify:artist:4epBFW4UHEmgjIK5xOrBhk
Dr. Dre,79,8084340,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7
Drake,95,67549743,spotify:artist:3TVXtAsR1Inumwj472S9r4
Dreamville,68,462047,spotify:artist:1iNqsUDUraNWrj00bqssQG
Drowning Pool,62,1683195,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v
Dru Hill,56,1299738,spotify:artist:1255GTUKNCLCTvH9ctD4cT
Dua Lipa,89,36577874,spotify:artist:6M2wZ9GZgrQXHCFfjv46we
Duran Duran,68,2401297,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT
Dwight Yoakam,59,547429,spotify:artist:2sxmKe3CUrWnx7eoXMhOlW
E-40,67,783340,spotify:artist:3crnzLy8R4lVwaigKEOz7V
Eagle-Eye Cherry,59,157965,spotify:artist:3ngKsDXZAssmljeXCvEgOe
Eagles,75,8660983,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL
"Earth, Wind & Fire",73,3627332,spotify:artist:4QQgXkCYTt3BlENzhyNETg
Eazy-E,65,4316372,spotify:artist:7B4hKK0S9QYnaoqa9OuwgX
Ed Ames,29,10414,spotify:artist:1iBpJEBrSFXCtPOc5OUZiY
Ed Sheeran,91,103275582,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
Eddie Money,60,737623,spotify:artist:4Tw2N3wdvJPGEU7JqMxFfE
Eddie Murphy,46,78616,spotify:artist:1Zq8pfBl4ejCMrWdeAdphc
Eddie Rabbitt,54,328350,spotify:artist:0jgAONnsHxrwAlhkMUVS78
Eddy Arnold,45,80867,spotify:artist:5QsUbpxSE8lCZ5ga5rnD22
Edie Brickell & New Bohemians,46,127692,spotify:artist:4awU3JRQXIYoxabdwO92AU
Edwin Music,9,572,spotify:artist:3IScIEA1d7NYxAepgXLLjp
Eiffel 65,62,299825,spotify:artist:64rxQRJsLgZwHHyWKB8fiF
Electric Light Orchestra,71,3446453,spotify:artist:7jefIIksOi1EazgRTfW2Pk
Ella Mai,71,4593929,spotify:artist:7HkdQ0gt53LP4zmHsL0nap
Elle King,66,506837,spotify:artist:3bhu7P5PfngueRHiB9hjcx
Ellie Goulding,78,11190231,spotify:artist:0X2BH1fck6amBIoJhDVmmJ
Elmo & Patsy,28,2779,spotify:artist:3Ubvmshojm0HJHWWr4C6GF
Elton John,84,10162870,spotify:artist:3PhoLpVuITZKcymswpck5b
Elvis Costello,58,486140,spotify:artist:2BGRfQgtzikz1pzAD0kaEn
Elvis Crespo,65,863539,spotify:artist:1c22GXH30ijlOfXhfLz9Df
Elvis Presley,80,7296933,spotify:artist:43ZHCT0cAZBISjO8DG9PnE
"Emerson, Lake & Palmer",51,894637,spotify:artist:0nCiidE5GgDrc5kWN3NZgZ
EMF,47,56501,spotify:artist:39oSLGo3HkaeYXzUEGgAGQ
Eminem,90,60042516,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
Emmylou Harris,59,312758,spotify:artist:5s6TJEuHTr9GR894wc6VfP
"Emmylou Harris, Dolly Parton & Linda Ronstadt",6,1746,spotify:artist:3FjOdEflyH6wWrmTfj4xUo
En Vogue,57,1180111,spotify:artist:5fikk4h5qbEebqK2Fc6e48
Engelbert Humperdinck,63,532397,spotify:artist:17XXKfRBMCWvLrqGoNkJXm
Enigma Norteño,66,832562,spotify:artist:3441uYrkzgTWwjXLd13R0U
Enrique Iglesias,77,10929621,spotify:artist:7qG3b048QCHVRO5Pv1T5lw
Enya,71,1809907,spotify:artist:6uothxMWeLWIhsGeF7cyo4
EPMD,52,347412,spotify:artist:3zpKjsMg2gw1St5WcWoUJN
Erasure,61,880113,spotify:artist:0z5DFXmhT4ZNzWElsM7V89
Eric B. & Rakim,53,579559,spotify:artist:6jHG1YQkqgojdEzerwvrVv
Eric Church,71,3534940,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV
Eric Clapton,71,5034855,spotify:artist:6PAt558ZEZl0DmdXlnjMgD
Eric Johnson,47,213860,spotify:artist:4CxobvwTpmfpIEbkYh4pAb
Erykah Badu,65,2462456,spotify:artist:7IfculRW2WXyzNQ8djX8WX
Eugene Ormandy,52,10903,spotify:artist:3naY4Tq98GRh9K8xOsINyv
Europe,65,1262121,spotify:artist:7Js6Lde8thlIHXggv2SCBz
Eurythmics,67,1587122,spotify:artist:0NKDgy9j66h3DLnN8qu1bB
Eva Cassidy,58,417796,spotify:artist:6fNmOWQzfOVyHLQ2UqUQew
Evanescence,71,3542367,spotify:artist:5nGIFgo0shDenQYSE0Sn7c
Eve,67,1133273,spotify:artist:4d3yvTptO48nOYTPBcPFZC
Eve 6,54,381473,spotify:artist:4Eqd24yS5YcxI8b6Xfuwr8
"Evelyn ""Champagne"" King",51,293882,spotify:artist:4JCt4xrbbBB9blkKwNlcJ7
Everclear,60,838241,spotify:artist:694QW15WkebjcrWgQHzRYF
Everlast,58,294393,spotify:artist:14ZxDAK6ITtZZqPdiWrvSn
Exile,47,15771,spotify:artist:2enKa9Yqr6PZy3xGlxQEu7
Exposé,45,240891,spotify:artist:5nPz5R1FDPTMI3Dw4JnTGb
Fabolous,67,2382037,spotify:artist:0YWxKQj2Go9CGHCp77UOyy
Faith Evans,64,1360012,spotify:artist:5NDMothbpdpq2xHqSjrrWn
Faith Hill,63,1617384,spotify:artist:25NQNriVT2YbSW80ILRWJa
Faith No More,62,1567017,spotify:artist:6GbCJZrI318Ybm8mY36Of5
Fall Out Boy,78,9569457,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX
Fantasia,57,1791960,spotify:artist:7xAcVHPiirnUqfdqo0USb1
Fastball,51,158126,spotify:artist:7FtVJzRtpQpU61nBwB7cKN
Fat Boys,34,203729,spotify:artist:3537Phr9t8GWkY2GtxDpnt
Fat Joe,67,1422076,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
Fatboy Slim,62,1056303,spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW
Fergie,70,5114059,spotify:artist:3r17AfJCCUqC9Lf0OAc73G
Fetty Wap,70,4362013,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL
Fifth Harmony,69,14872737,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt
Filter,57,452226,spotify:artist:01WjpKiWVNurV5hjIadB8C
Fine Young Cannibals,60,717208,spotify:artist:20p5D2KrE8CGuOjHtxsyTp
Finger Eleven,61,620357,spotify:artist:0niJkG4tKkne3zwr7I8n9n
Fiona Apple,62,1059449,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL
Fire Fall,45,179384,spotify:artist:1tfXh4XxILEuMU2qZupFn8
Firehouse,56,753295,spotify:artist:28pS8WVbFstY0o1SrqCf8I
Five Finger Death Punch,75,5661150,spotify:artist:5t28BP42x2axFnqOOMg3CM
Five For Fighting,60,764754,spotify:artist:7FgMLbnZVrEnir95O0YujA
Fleetwood Mac,79,8795189,spotify:artist:08GQAI4eElDnROBrJRGE0X
Florence + The Machine,75,6039626,spotify:artist:1moxjboGR7GNWYIMWsRjgG
Florida Georgia Line,76,4928315,spotify:artist:3b8QkneNDz4JHKKKlLgYZg
Flyleaf,62,1005719,spotify:artist:4IliztYDlfMvzQzbx50o60
Focus & Work,46,5499,spotify:artist:2TOripE27hynVXGqO1ilyl
Foghat,55,735692,spotify:artist:6x33CmZWo2Ve4hxYl2Craq
Foo Fighters,78,10252108,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD
Foreigner,69,2559498,spotify:artist:6IRouO5mvvfcyxtPDKMYFN
Fort Minor,61,558044,spotify:artist:7dWYWUbO68rXJOcyA7SpJk
Foster The People,71,3527574,spotify:artist:7gP3bB2nilZXLfPHJhMdvc
Fourplay,46,148727,spotify:artist:3PcMolaGsh2nryvBR2sQOS
Foxy Brown,57,577924,spotify:artist:1wvlC6NwleHt1iRD6d5X2C
Francesca Battistelli,54,532667,spotify:artist:29ywwKkxfoH7iWwNY1UezA
Francis Lai,46,29555,spotify:artist:0Lf3tvw0Rzwr38KDrShstn
Frank Ocean,84,10048807,spotify:artist:2h93pZq0e7k5yf4dywlkpM
Frank Sinatra,75,5816103,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0
Frankie J,59,533398,spotify:artist:3sMYEBy0CZFxedcnm9i9hf
Frankie Valli & The Four Seasons,62,536822,spotify:artist:6mcrZQmgzFGRWf7C0SObou
Franz Ferdinand,68,2292885,spotify:artist:0XNa1vTidXlvJ2gHSsRi4A
Fred Hammond,52,464094,spotify:artist:2ndyVAdV9UqF1XjyTJt484
Freddie Jackson,48,619702,spotify:artist:2yaixhgm3yXxjhJAH8SZy3
French Montana,76,4681292,spotify:artist:6vXTefBL93Dj5IqAWq6OTv
Fuel,57,714684,spotify:artist:0EyuKHE1AeE9lWUF8mzKVp
Fugees,66,1154573,spotify:artist:2WKdxPFRD7IqZvlIAvhMgY
fun.,67,3506183,spotify:artist:5nCi3BB41mBaMH9gfr6Su0
Funk Flex,53,146773,spotify:artist:34ABXKUj0gzq7R8vXjCaNj
Funkadelic,53,639639,spotify:artist:450o9jw6AtiQlQkHCdH6Ru
Future,88,12237575,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i
FUTUREGODBUDDY,1,20,spotify:artist:7FDHsvoU4vXjKGZml2ARkN
G.Q.,42,45225,spotify:artist:18YelxQioKKPXK1PE5hh1n
Gabby Barrett,65,244444,spotify:artist:6Iz3eq2aQGFf7TbGT2iahL
Gang Starr,62,798816,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ
Garbage,59,1026584,spotify:artist:6S0GHTqz5sxK5f9HtLXn9q
Garth Brooks,55,1087084,spotify:artist:4BclNkZtAUq1YrYNzye3N7
Gary Allan,60,994495,spotify:artist:37W8SKV5Vc8lcGtdyWCA5m
Gary Puckett & The Union Gap,45,209831,spotify:artist:4asCC4oxQcDzFXhCth2SgQ
Gary Wright,45,124940,spotify:artist:3z6Uf5IZkN4TogRpRpgD84
Gavin DeGraw,62,1220795,spotify:artist:5DYAABs8rkY9VhwtENoQCz
G-Eazy,76,5099212,spotify:artist:02kJSzxNuaWGqwubyUba0Z
Gene Simmons,31,87232,spotify:artist:5gAbCaW9OmfIqqZGLpKb3f
Genesis,67,2797327,spotify:artist:3CkvROUTQ6nRi9yQOcsB50
George Benson,63,645034,spotify:artist:4N8BwYTEC6XqykGvXXlmfv
George Carlin,27,133386,spotify:artist:5alRKXufstWwyHsyQbpi9n
George Harrison,67,2256817,spotify:artist:7FIoB5PHdrMZVC3q2HE5MS
George Jones,62,1006474,spotify:artist:2OpqcUtj10HHvGG6h9VYC5
George Michael,72,3926949,spotify:artist:19ra5tSw0tWufvUp8GotLo
George Strait,72,3413212,spotify:artist:5vngPClqofybhPERIqQMYd
George Thorogood & The Destroyers,60,765340,spotify:artist:4n31svBA9GGIYxGxgrQaRK
George Winston,50,109033,spotify:artist:3jdODvx7rIdq0UGU7BOVR3
Gerald Levert,46,815715,spotify:artist:7BLOa6FxCbMnowidkQfLIA
Gerry Rafferty,61,274992,spotify:artist:7tjbDPvrdvDshcpEMXKRVb
Geto Boys,55,680722,spotify:artist:3f5fB1YUbkUnW7cf7I0R48
Ghostface Killah,67,744704,spotify:artist:6FD0unjzGQhX3b6eMccMJe
Gin Blossoms,58,577355,spotify:artist:6kXp61QMZFPcKMcRPqoiVj
Gino Vannelli,51,154151,spotify:artist:6ltcwvni6HdZAJaWhmIvNR
Ginuwine,66,2276383,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
Gipsy Kings,65,709879,spotify:artist:3jc496ljiyrS3ECrD7QiqL
Giveon,80,2515984,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP
Gladys Knight & The Pips,59,1072994,spotify:artist:0TF2NxkJZPQoX1H53rEFM1
Glee Cast,71,1486855,spotify:artist:0SCbttzoZTnLFebDYmAWCm
Glen Campbell,61,382315,spotify:artist:59hLmB5DrdihCYtNeFeW1U
Glenn Frey,56,506948,spotify:artist:3vMWY1bUrmYoSoEWLiQWOZ
Glenn Miller Orchestra,43,100607,spotify:artist:6N1ycRllcq7fwHMdeTQD1z
Gloria Estefan,65,641903,spotify:artist:5IFCkqu9J6xdWeYMk5I889
Gloria Estefan And Miami Sound Machine,27,102146,spotify:artist:2Gop8SbSVt5SaJzuaRFa7D
Gloria Gaynor,63,826279,spotify:artist:6V6WCgi7waF55bJmylC4H5
Gnarls Barkley,62,456080,spotify:artist:5SbkVQYYzlw1kte75QIabH
Godsmack,67,2714916,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF
Good Charlotte,66,2277790,spotify:artist:5aYyPjAsLj7UzANzdupwnS
Goodie Mob,47,234630,spotify:artist:3F2Y683ovlWT53WKCeq0oj
Gordon Lightfoot,60,670634,spotify:artist:23rleGXVOVVgTk3xgtmfE4
Gordon Macrae,35,6218,spotify:artist:3dvIPsJH7o9xnBwFxowzof
Gorillaz,80,9340166,spotify:artist:3AA28KZvwAUcZuOKwyblJQ
Gotye,67,2319346,spotify:artist:2AsusXITU8P25dlRNhcAbG
Grand Funk Railroad,58,861564,spotify:artist:0qEcf3SFlpRcb3lK3f2GZI
Grateful Dead,66,1554426,spotify:artist:4TMHGUX5WI7OOm53PqSDAT
Great White,53,798416,spotify:artist:6ZPbX2Lxd40e2UVkXpyxvI
Green Day,79,13428223,spotify:artist:7oPftvlwr6VrsViSDV7fJY
Gretchen Wilson,56,809649,spotify:artist:0IdYRFTswLdsGwSnzOaGNF
"Grover Washington, Jr.",64,270723,spotify:artist:05YVYeV4HxYp5rrWalvuE1
Gucci Mane,77,4483090,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo
G-Unit,63,1992106,spotify:artist:6evKD5JWJON3qPBJtUEmtY
Gunna,85,4612886,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ
Guns N' Roses,80,26055127,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC
Guy,50,634453,spotify:artist:2IBPIcSkvQZyoaVfoyZKE8
Gwen Stefani,73,5553808,spotify:artist:4yiQZ8tQPux8cPriYMWUFP
GZA,63,445314,spotify:artist:6ns6XAOsw4B0nDUIovAOUO
H.E.R.,75,5583033,spotify:artist:3Y7RZ31TRPVadSFVy1o8os
Halestorm,63,1265681,spotify:artist:6om12Ev5ppgoMy3OYSoech
Halsey,83,18506020,spotify:artist:26VFTg2z8YR0cCuwLzESi2
HammerFall,57,547071,spotify:artist:2o18h28enlHxj887tATc58
"Hank Williams, Jr.",65,1348069,spotify:artist:2dyeCWctcFRt3Pha76ONgb
Hanson,60,420363,spotify:artist:0SdiiPkr02EUdekHZJkt58
Harold Melvin & The Blue Notes,55,490151,spotify:artist:438JBZR1AR0l04AzcYW9gy
Harry Belafonte,57,163892,spotify:artist:6Tw1ktF4xMmzaLLbe98I2z
Harry Chapin,52,297582,spotify:artist:42q4Ivs7tAiCZ5C7eG5q4c
"Harry Connick, Jr.",52,464268,spotify:artist:6u17YlWtW4oqFF5Hn9UU79
Harry Nilsson,60,400413,spotify:artist:3RTzAwFprBqiskp550eSJX
Harry Styles,91,23704270,spotify:artist:6KImCVD70vtIoJWnq6nGn3
Hawthorne Heights,54,427960,spotify:artist:126FigDBtqwS2YsOYMTPQe
Heart,66,2079005,spotify:artist:34jw2BbxjoYalTp8cJFCPv
Heather Headley,44,72520,spotify:artist:2xDc4cU0Rj6YG8SrmAHIy0
Heatwave,49,388722,spotify:artist:6D7h7R79IZjqJC2GM2wzyY
Heavy D & The Boyz,49,394948,spotify:artist:4KHdmkq99PXA6QEJ2lKpA3
Helen Reddy,51,277904,spotify:artist:0Sq7oGrYEe0BDmb13wgjOO
Henry Mancini,55,151411,spotify:artist:2EExdpjU4SK3xnJHO5paJf
Herb Alpert & The Tijuana Brass,53,135586,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I
Herbie Hancock,56,588606,spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW
Herman's Hermits,52,412332,spotify:artist:48YxSlb23RAaCd4RyHcV9V
Hi-Five,44,492999,spotify:artist:0EVUivUkugMtNF09L4QBMH
Hilary Duff,57,2160604,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h
Hinder,61,1636401,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY
Hiroshima,36,46581,spotify:artist:5ZoVY6c0cokQrn448eRqSc
Hole,61,898659,spotify:artist:5SHQUMAmEK5KmuSb0aDvsn
Hollywood Undead,70,2164193,spotify:artist:0CEFCo8288kQU7mJi25s6E
Hoobastank,65,2177506,spotify:artist:2MqhkhX4npxDZ62ObR5ELO
Hootie & The Blowfish,60,957021,spotify:artist:08ct2eZF5lUPdJpHwNKWof
Hot Boys,38,127097,spotify:artist:0ecnb1WPePfrHg4yfQfmqN
House Of Pain,59,530269,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV
Howard Jones,51,356573,spotify:artist:6loBF9iQdE11WSX29fNKqY
Hozier,77,5237032,spotify:artist:2FXC3k01G6Gw61bmprjgqS
H-Town,46,763539,spotify:artist:21gGD9dUby5ls0belA1wqZ
Huey Lewis & The News,64,1324993,spotify:artist:7A9yZMTrFZcgEWAX2kBfK6
Humble Pie,45,294194,spotify:artist:2CxLP749mup3ncPrXgCnvU
Hunter Hayes,61,1170088,spotify:artist:7H6dkUChT5EoOQtUVMg4cN
Ice Cube,75,6110853,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA
ICE-T,51,1099491,spotify:artist:0eGh2jSWPBX5GuqIHoZJZG
Iggy Azalea,69,6124931,spotify:artist:5yG7ZAZafVaAlMTeBybKAL
II D'Extreme,20,7938,spotify:artist:5N7MwgMY3UYpFOnIHt1MXS
Il Divo,58,763229,spotify:artist:3KNZ9AOjBajjmr6ZR2VGfl
Imagine Dragons,89,42366930,spotify:artist:53XhwfbYqKCa1cC15pYq2q
Immature,35,111730,spotify:artist:4XDxFeclKBCFPb30yQlRUH
Incubus,68,2951179,spotify:artist:3YcBF2ttyueytpXtEzn1Za
India.Arie,55,822776,spotify:artist:7Gf3LSwa5hh8Cjo60WhVjC
Indigo Girls,53,285853,spotify:artist:4wM29TDTr3HI0qFY3KoSFG
Inner Circle,60,330167,spotify:artist:5os0Ltvz8Q8BvXOPOd1frx
Insane Clown Posse,64,901576,spotify:artist:4xtWjIlVuZwTCeqVAsgEXy
Interpol,64,1453978,spotify:artist:3WaJSfKnzc65VDgmj2zU8B
